cancer	gene	stable_gene_id	study_A	study_B	top_A	top_B	n_common_categories	same_top_all_categories	top_A_shared	top_B_shared	same_top_shared_categories	bootstrap_top_A	bootstrap_top_B	same_top_both_bootstrap_ge080	status	reason
PDAC	HSD17B8	UniProtKB:Q92506	GSE263733	GSE242230	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	1.0	0.996	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	HSD17B8	UniProtKB:Q92506	GSE278688	GSE242230	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	0.993	0.996	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	HSD3B1	UniProtKB:P14060	GSE263733	GSE278688	NOT_EVALUABLE	NOT_EVALUABLE	0	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	HSD3B1	UniProtKB:P14060	GSE263733	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	HSD3B1	UniProtKB:P14060	GSE278688	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	0	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	HSD3B2	UniProtKB:P26439	GSE263733	GSE278688	Fibroblast/CAF	NOT_EVALUABLE	6	NA	Fibroblast/CAF	NOT_EVALUABLE	NA	0.6892	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	HSD3B2	UniProtKB:P26439	GSE263733	GSE242230	Fibroblast/CAF	NOT_EVALUABLE	6	NA	Fibroblast/CAF	NOT_EVALUABLE	NA	0.6892	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	HSD3B2	UniProtKB:P26439	GSE278688	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	HSD3B7	UniProtKB:Q9H2F3	GSE263733	GSE278688	Endothelial	Epithelial/Ductal	6	False	Endothelial	Epithelial/Ductal	False	0.523	0.802	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	HSD3B7	UniProtKB:Q9H2F3	GSE263733	GSE242230	Endothelial	Fibroblast/CAF	6	False	Endothelial	Fibroblast/CAF	False	0.523	0.667	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	HSD3B7	UniProtKB:Q9H2F3	GSE278688	GSE242230	Epithelial/Ductal	Fibroblast/CAF	6	False	Epithelial/Ductal	Fibroblast/CAF	False	0.802	0.667	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ICMT	UniProtKB:O60725	GSE263733	GSE278688	Epithelial/Ductal	Fibroblast/CAF	6	False	Epithelial/Ductal	Fibroblast/CAF	False	0.492	0.667	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ICMT	UniProtKB:O60725	GSE263733	GSE242230	Epithelial/Ductal	Fibroblast/CAF	6	False	Epithelial/Ductal	Fibroblast/CAF	False	0.492	0.834	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ICMT	UniProtKB:O60725	GSE278688	GSE242230	Fibroblast/CAF	Fibroblast/CAF	6	True	Fibroblast/CAF	Fibroblast/CAF	True	0.667	0.834	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	IDH1	UniProtKB:O75874	GSE263733	GSE278688	Epithelial/Ductal	Myeloid	6	False	Epithelial/Ductal	Myeloid	False	0.999	0.708	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	IDH1	UniProtKB:O75874	GSE263733	GSE242230	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	0.999	0.953	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	IDH1	UniProtKB:O75874	GSE278688	GSE242230	Myeloid	Epithelial/Ductal	6	False	Myeloid	Epithelial/Ductal	False	0.708	0.953	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	IDH2	UniProtKB:P48735	GSE263733	GSE278688	T/NK	T/NK	6	True	T/NK	T/NK	True	0.904	0.999	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	IDH2	UniProtKB:P48735	GSE263733	GSE242230	T/NK	Myeloid	6	False	T/NK	Myeloid	False	0.904	0.673	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	IDH2	UniProtKB:P48735	GSE278688	GSE242230	T/NK	Myeloid	6	False	T/NK	Myeloid	False	0.999	0.673	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	IDH3A	UniProtKB:P50213	GSE263733	GSE278688	Endothelial	B/Plasma	6	False	Endothelial	B/Plasma	False	0.475	0.703	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	IDH3A	UniProtKB:P50213	GSE263733	GSE242230	Endothelial	Fibroblast/CAF	6	False	Endothelial	Fibroblast/CAF	False	0.475	0.473	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	IDH3A	UniProtKB:P50213	GSE278688	GSE242230	B/Plasma	Fibroblast/CAF	6	False	B/Plasma	Fibroblast/CAF	False	0.703	0.473	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	IDO1	UniProtKB:P14902	GSE263733	GSE278688	Fibroblast/CAF	Myeloid	6	False	Fibroblast/CAF	Myeloid	False	0.61	0.594	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	IDO1	UniProtKB:P14902	GSE263733	GSE242230	Fibroblast/CAF	Endothelial	6	False	Fibroblast/CAF	Endothelial	False	0.61	0.347	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	IDO1	UniProtKB:P14902	GSE278688	GSE242230	Myeloid	Endothelial	6	False	Myeloid	Endothelial	False	0.594	0.347	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	IDO2	UniProtKB:Q6ZQW0	GSE263733	GSE278688	NOT_EVALUABLE	NOT_EVALUABLE	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	IDO2	UniProtKB:Q6ZQW0	GSE263733	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	IDO2	UniProtKB:Q6ZQW0	GSE278688	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	IL4I1	UniProtKB:Q96RQ9	GSE263733	GSE278688	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	1.0	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	IL4I1	UniProtKB:Q96RQ9	GSE263733	GSE242230	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	1.0	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	IL4I1	UniProtKB:Q96RQ9	GSE278688	GSE242230	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	1.0	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	IMPA1	UniProtKB:P29218	GSE263733	GSE278688	Epithelial/Ductal	B/Plasma	6	False	Epithelial/Ductal	B/Plasma	False	0.975	0.725	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	IMPA1	UniProtKB:P29218	GSE263733	GSE242230	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	0.975	0.953	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	IMPA1	UniProtKB:P29218	GSE278688	GSE242230	B/Plasma	Epithelial/Ductal	6	False	B/Plasma	Epithelial/Ductal	False	0.725	0.953	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	IMPA2	UniProtKB:O14732	GSE263733	GSE278688	Acinar	Epithelial/Ductal	6	False	Epithelial/Ductal	Epithelial/Ductal	True	0.749	1.0	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	IMPA2	UniProtKB:O14732	GSE263733	GSE242230	Acinar	Myeloid	6	False	Epithelial/Ductal	Myeloid	False	0.749	0.511	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	IMPA2	UniProtKB:O14732	GSE278688	GSE242230	Epithelial/Ductal	Myeloid	6	False	Epithelial/Ductal	Myeloid	False	1.0	0.511	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	IMPDH2	UniProtKB:P12268	GSE263733	GSE278688	Fibroblast/CAF	Fibroblast/CAF	6	True	Fibroblast/CAF	Fibroblast/CAF	True	1.0	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	IMPDH2	UniProtKB:P12268	GSE263733	GSE242230	Fibroblast/CAF	Fibroblast/CAF	6	True	Fibroblast/CAF	Fibroblast/CAF	True	1.0	0.982	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	IMPDH2	UniProtKB:P12268	GSE278688	GSE242230	Fibroblast/CAF	Fibroblast/CAF	6	True	Fibroblast/CAF	Fibroblast/CAF	True	1.0	0.982	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	INMT	UniProtKB:O95050	GSE263733	GSE278688	Fibroblast/CAF	Endothelial	6	False	Fibroblast/CAF	Endothelial	False	0.953	0.988	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	INMT	UniProtKB:O95050	GSE263733	GSE242230	Fibroblast/CAF	Endothelial	6	False	Fibroblast/CAF	Endothelial	False	0.953	0.516	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	INMT	UniProtKB:O95050	GSE278688	GSE242230	Endothelial	Endothelial	6	True	Endothelial	Endothelial	True	0.988	0.516	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	JMJD4	UniProtKB:Q9H9V9	GSE263733	GSE278688	Epithelial/Ductal	Fibroblast/CAF	6	False	Epithelial/Ductal	Fibroblast/CAF	False	0.646	0.764	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	JMJD4	UniProtKB:Q9H9V9	GSE263733	GSE242230	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	0.646	0.965	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	JMJD4	UniProtKB:Q9H9V9	GSE278688	GSE242230	Fibroblast/CAF	Epithelial/Ductal	6	False	Fibroblast/CAF	Epithelial/Ductal	False	0.764	0.965	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	JMJD6	UniProtKB:Q6NYC1	GSE263733	GSE278688	T/NK	T/NK	6	True	T/NK	T/NK	True	0.993	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	JMJD6	UniProtKB:Q6NYC1	GSE263733	GSE242230	T/NK	Myeloid	6	False	T/NK	Myeloid	False	0.993	0.888	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	JMJD6	UniProtKB:Q6NYC1	GSE278688	GSE242230	T/NK	Myeloid	6	False	T/NK	Myeloid	False	1.0	0.888	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	JMJD7	UniProtKB:P0C870	GSE263733	GSE278688	NOT_EVALUABLE	T/NK	6	NA	NOT_EVALUABLE	T/NK	NA	NA	1.0	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	JMJD7	UniProtKB:P0C870	GSE263733	GSE242230	NOT_EVALUABLE	T/NK	6	NA	NOT_EVALUABLE	T/NK	NA	NA	0.836	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	JMJD7	UniProtKB:P0C870	GSE278688	GSE242230	T/NK	T/NK	6	True	T/NK	T/NK	True	1.0	0.836	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KARS1	UniProtKB:Q15046	GSE263733	GSE278688	Epithelial/Ductal	Endothelial	6	False	Epithelial/Ductal	Endothelial	False	1.0	0.955	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KARS1	UniProtKB:Q15046	GSE263733	GSE242230	Epithelial/Ductal	Endothelial	6	False	Epithelial/Ductal	Endothelial	False	1.0	0.465	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KARS1	UniProtKB:Q15046	GSE278688	GSE242230	Endothelial	Endothelial	6	True	Endothelial	Endothelial	True	0.955	0.465	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM1A	UniProtKB:O60341	GSE263733	GSE278688	Fibroblast/CAF	Endothelial	6	False	Fibroblast/CAF	Endothelial	False	0.432	0.959	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM1A	UniProtKB:O60341	GSE263733	GSE242230	Fibroblast/CAF	Endothelial	6	False	Fibroblast/CAF	Endothelial	False	0.432	0.457	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM1A	UniProtKB:O60341	GSE278688	GSE242230	Endothelial	Endothelial	6	True	Endothelial	Endothelial	True	0.959	0.457	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM2A	UniProtKB:Q9Y2K7	GSE263733	GSE278688	Epithelial/Ductal	T/NK	6	False	Epithelial/Ductal	T/NK	False	0.984	1.0	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM2A	UniProtKB:Q9Y2K7	GSE263733	GSE242230	Epithelial/Ductal	T/NK	6	False	Epithelial/Ductal	T/NK	False	0.984	0.873	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM2A	UniProtKB:Q9Y2K7	GSE278688	GSE242230	T/NK	T/NK	6	True	T/NK	T/NK	True	1.0	0.873	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM2B	UniProtKB:Q8NHM5	GSE263733	GSE278688	B/Plasma	B/Plasma	6	True	B/Plasma	B/Plasma	True	0.994	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM2B	UniProtKB:Q8NHM5	GSE263733	GSE242230	B/Plasma	T/NK	6	False	B/Plasma	T/NK	False	0.994	0.521	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM2B	UniProtKB:Q8NHM5	GSE278688	GSE242230	B/Plasma	T/NK	6	False	B/Plasma	T/NK	False	1.0	0.521	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM3A	UniProtKB:Q9Y4C1	GSE263733	GSE278688	Epithelial/Ductal	Endothelial	6	False	Epithelial/Ductal	Endothelial	False	1.0	0.62	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM3A	UniProtKB:Q9Y4C1	GSE263733	GSE242230	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	1.0	0.999	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM3A	UniProtKB:Q9Y4C1	GSE278688	GSE242230	Endothelial	Epithelial/Ductal	6	False	Endothelial	Epithelial/Ductal	False	0.62	0.999	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM3B	UniProtKB:Q7LBC6	GSE263733	GSE278688	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	1.0	0.444	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM3B	UniProtKB:Q7LBC6	GSE263733	GSE242230	Epithelial/Ductal	Endothelial	6	False	Epithelial/Ductal	Endothelial	False	1.0	0.288	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM3B	UniProtKB:Q7LBC6	GSE278688	GSE242230	Epithelial/Ductal	Endothelial	6	False	Epithelial/Ductal	Endothelial	False	0.444	0.288	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM4A	UniProtKB:O75164	GSE263733	GSE278688	Epithelial/Ductal	Endothelial	6	False	Epithelial/Ductal	Endothelial	False	0.554	0.59	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM4A	UniProtKB:O75164	GSE263733	GSE242230	Epithelial/Ductal	Fibroblast/CAF	6	False	Epithelial/Ductal	Fibroblast/CAF	False	0.554	0.515	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM4A	UniProtKB:O75164	GSE278688	GSE242230	Endothelial	Fibroblast/CAF	6	False	Endothelial	Fibroblast/CAF	False	0.59	0.515	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM4B	UniProtKB:O94953	GSE263733	GSE278688	B/Plasma	B/Plasma	6	True	B/Plasma	B/Plasma	True	1.0	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM4B	UniProtKB:O94953	GSE263733	GSE242230	B/Plasma	B/Plasma	6	True	B/Plasma	B/Plasma	True	1.0	0.675	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM4B	UniProtKB:O94953	GSE278688	GSE242230	B/Plasma	B/Plasma	6	True	B/Plasma	B/Plasma	True	1.0	0.675	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM4C	UniProtKB:Q9H3R0	GSE263733	GSE278688	B/Plasma	B/Plasma	6	True	B/Plasma	B/Plasma	True	1.0	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM4C	UniProtKB:Q9H3R0	GSE263733	GSE242230	B/Plasma	T/NK	6	False	B/Plasma	T/NK	False	1.0	0.729	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM4C	UniProtKB:Q9H3R0	GSE278688	GSE242230	B/Plasma	T/NK	6	False	B/Plasma	T/NK	False	1.0	0.729	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM4D	UniProtKB:Q6B0I6	GSE263733	GSE278688	Fibroblast/CAF	Fibroblast/CAF	6	True	Fibroblast/CAF	Fibroblast/CAF	True	0.606	0.749	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM4D	UniProtKB:Q6B0I6	GSE263733	GSE242230	Fibroblast/CAF	Epithelial/Ductal	6	False	Fibroblast/CAF	Epithelial/Ductal	False	0.606	0.883	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM4D	UniProtKB:Q6B0I6	GSE278688	GSE242230	Fibroblast/CAF	Epithelial/Ductal	6	False	Fibroblast/CAF	Epithelial/Ductal	False	0.749	0.883	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM4E	UniProtKB:B2RXH2	GSE263733	GSE278688	Endothelial	NOT_EVALUABLE	0	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	0.5731190476190482	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM4E	UniProtKB:B2RXH2	GSE263733	GSE242230	Endothelial	NOT_EVALUABLE	6	NA	Endothelial	NOT_EVALUABLE	NA	0.5731190476190482	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM4E	UniProtKB:B2RXH2	GSE278688	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	0	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM4F	UniProtKB:A0A1W2PPD8	GSE263733	GSE278688	NOT_EVALUABLE	NOT_EVALUABLE	0	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM4F	UniProtKB:A0A1W2PPD8	GSE263733	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	0	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM4F	UniProtKB:A0A1W2PPD8	GSE278688	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM5A	UniProtKB:P29375	GSE263733	GSE278688	Endothelial	B/Plasma	6	False	Endothelial	B/Plasma	False	0.416	0.466	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM5A	UniProtKB:P29375	GSE263733	GSE242230	Endothelial	T/NK	6	False	Endothelial	T/NK	False	0.416	0.922	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM5A	UniProtKB:P29375	GSE278688	GSE242230	B/Plasma	T/NK	6	False	B/Plasma	T/NK	False	0.466	0.922	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM5B	UniProtKB:Q9UGL1	GSE263733	GSE278688	Epithelial/Ductal	Endothelial	6	False	Epithelial/Ductal	Endothelial	False	0.996	0.767	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM5B	UniProtKB:Q9UGL1	GSE263733	GSE242230	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	0.996	0.925	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM5B	UniProtKB:Q9UGL1	GSE278688	GSE242230	Endothelial	Epithelial/Ductal	6	False	Endothelial	Epithelial/Ductal	False	0.767	0.925	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM5C	UniProtKB:P41229	GSE263733	GSE278688	Epithelial/Ductal	Endothelial	6	False	Epithelial/Ductal	Endothelial	False	0.902	1.0	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM5C	UniProtKB:P41229	GSE263733	GSE242230	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	0.902	0.932	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM5C	UniProtKB:P41229	GSE278688	GSE242230	Endothelial	Epithelial/Ductal	6	False	Endothelial	Epithelial/Ductal	False	1.0	0.932	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM5D	UniProtKB:Q9BY66	GSE263733	GSE278688	Endothelial	B/Plasma	6	False	Endothelial	B/Plasma	False	0.748	0.753	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM5D	UniProtKB:Q9BY66	GSE263733	GSE242230	Endothelial	Endothelial	6	True	Endothelial	Endothelial	True	0.748	0.45	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM5D	UniProtKB:Q9BY66	GSE278688	GSE242230	B/Plasma	Endothelial	6	False	B/Plasma	Endothelial	False	0.753	0.45	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM6A	UniProtKB:O15550	GSE263733	GSE278688	Myeloid	Endothelial	6	False	Myeloid	Endothelial	False	0.398	0.569	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM6A	UniProtKB:O15550	GSE263733	GSE242230	Myeloid	T/NK	6	False	Myeloid	T/NK	False	0.398	0.961	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM6A	UniProtKB:O15550	GSE278688	GSE242230	Endothelial	T/NK	6	False	Endothelial	T/NK	False	0.569	0.961	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM6B	UniProtKB:O15054	GSE263733	GSE278688	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	0.974	0.99	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM6B	UniProtKB:O15054	GSE263733	GSE242230	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	0.974	0.992	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM6B	UniProtKB:O15054	GSE278688	GSE242230	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	0.99	0.992	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM7A	UniProtKB:Q6ZMT4	GSE263733	GSE278688	Myeloid	B/Plasma	6	False	Myeloid	B/Plasma	False	0.999	0.83	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM7A	UniProtKB:Q6ZMT4	GSE263733	GSE242230	Myeloid	Erythrocyte	6	False	Myeloid	Myeloid	True	0.999	0.457	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM7A	UniProtKB:Q6ZMT4	GSE278688	GSE242230	B/Plasma	Erythrocyte	6	False	B/Plasma	Myeloid	False	0.83	0.457	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM8	UniProtKB:Q8N371	GSE263733	GSE278688	Acinar	B/Plasma	6	False	Fibroblast/CAF	B/Plasma	False	0.304	0.45	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM8	UniProtKB:Q8N371	GSE263733	GSE242230	Acinar	T/NK	6	False	Fibroblast/CAF	T/NK	False	0.304	0.968	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KDM8	UniProtKB:Q8N371	GSE278688	GSE242230	B/Plasma	T/NK	6	False	B/Plasma	T/NK	False	0.45	0.968	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KMT2A	UniProtKB:Q03164	GSE263733	GSE278688	Epithelial/Ductal	T/NK	6	False	Epithelial/Ductal	T/NK	False	0.677	0.83	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KMT2A	UniProtKB:Q03164	GSE263733	GSE242230	Epithelial/Ductal	T/NK	6	False	Epithelial/Ductal	T/NK	False	0.677	0.931	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KMT2A	UniProtKB:Q03164	GSE278688	GSE242230	T/NK	T/NK	6	True	T/NK	T/NK	True	0.83	0.931	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	KMT2B	UniProtKB:Q9UMN6	GSE263733	GSE278688	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	0.997	0.746	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
