metabolite_key	metabolite_name	direction	hedges_g	original_fdr	gene_symbol	uniprot_accession	relationship_type	role_in_written_reaction	mapping_tier	ec_number	reaction_summary_cn	compartment	source_url	human_protein_url	relation_id	scope_note	gene_expression_status	patient_correlation_status	functional_target_status
KEGG:C00357	N-acetylglucosamine 6-phosphate	升高	0.852280434188841	0.000192386110803322	GNPNAT1	Q96EK6	酶	生成产物	A	2.3.1.4	葡糖胺6-磷酸乙酰化生成N-乙酰葡糖胺6-磷酸。	未逐基因核定	https://enzyme.expasy.org/EC/2.3.1.4	https://www.uniprot.org/uniprotkb/Q96EK6/entry	R039	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。	未分析	未分析	未评价
KEGG:C00357	N-acetylglucosamine 6-phosphate	升高	0.852280434188841	0.000192386110803322	NAGK	Q9UJ70	酶	生成产物	A	2.7.1.59	N-乙酰葡糖胺磷酸化生成N-乙酰葡糖胺6-磷酸。	未逐基因核定	https://enzyme.expasy.org/EC/2.7.1.59	https://www.uniprot.org/uniprotkb/Q9UJ70/entry	R036	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。	未分析	未分析	未评价
KEGG:C00357	N-acetylglucosamine 6-phosphate	升高	0.852280434188841	0.000192386110803322	PGM3	O95394	酶	可逆反应参与物	A	5.4.2.3	N-乙酰葡糖胺6-磷酸与1-磷酸互变。	未逐基因核定	https://enzyme.expasy.org/EC/5.4.2.3	https://www.uniprot.org/uniprotkb/O95394/entry	R037	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。	未分析	未分析	未评价
KEGG:C00385	xanthine	降低	-0.911459063126893	3.7423531885557e-05	GDA	Q9Y2T3	酶	生成产物	A	3.5.4.3	鸟嘌呤脱氨生成黄嘌呤。	未逐基因核定	https://enzyme.expasy.org/EC/3.5.4.3	https://www.uniprot.org/uniprotkb/Q9Y2T3/entry	R067	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。	未分析	未分析	未评价
KEGG:C00407	isoleucine	降低	-0.474879724504279	0.00600544742835698	BCAT1	P54687	酶	可逆反应参与物	A	2.6.1.42	支链氨基酸（含异亮氨酸）转氨反应连接谷氨酸。	未逐基因核定	https://enzyme.expasy.org/EC/2.6.1.42	https://www.uniprot.org/uniprotkb/P54687/entry	R021	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。	未分析	未分析	未评价
KEGG:C00407	isoleucine	降低	-0.474879724504279	0.00600544742835698	BCAT2	O15382	酶	可逆反应参与物	A	2.6.1.42	支链氨基酸（含异亮氨酸）转氨反应连接谷氨酸。	未逐基因核定	https://enzyme.expasy.org/EC/2.6.1.42	https://www.uniprot.org/uniprotkb/O15382/entry	R021	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。	未分析	未分析	未评价
KEGG:C00429	5,6-dihydrouracil	升高	1.14215233333927	1.27558912375238e-06	DPYD	Q12882	酶	可逆氧化还原参与物	A	1.3.1.2	尿嘧啶与5,6-二氢尿嘧啶之间的氧化还原反应。	未逐基因核定	https://enzyme.expasy.org/EC/1.3.1.2	https://www.uniprot.org/uniprotkb/Q12882/entry	R069	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。	未分析	未分析	未评价
KEGG:C00429	5,6-dihydrouracil	升高	1.14215233333927	1.27558912375238e-06	DPYS	Q14117	酶	水解底物	A	3.5.2.2	5,6-二氢尿嘧啶开环水解。	未逐基因核定	https://enzyme.expasy.org/EC/3.5.2.2	https://www.uniprot.org/uniprotkb/Q14117/entry	R070	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。	未分析	未分析	未评价
KEGG:C00491	cystine	升高	0.761406922469914	0.000493724861654612	CTNS	O60931	转运体	直接运输底物	A		人cystinosin参与胱氨酸转运。	溶酶体膜	https://www.kegg.jp/entry/hsa:1497	https://www.uniprot.org/uniprotkb/O60931/entry	R084	细胞器转运，不等于将胱氨酸排出整个细胞。	未分析	未分析	未评价
KEGG:C00491	cystine	升高	0.761406922469914	0.000493724861654612	SLC7A11	Q9UPY5	转运体	直接交换底物	A		人xCT介导胱氨酸/谷氨酸交换。	细胞膜	https://rest.uniprot.org/uniprotkb/Q9UPY5.txt	https://www.uniprot.org/uniprotkb/Q9UPY5/entry	R081	SLC3A2为共享辅助重链；未把它作为胱氨酸专属直接运输亚基收录。	未分析	未分析	未评价
KEGG:C00668	glucose 6-phosphate	升高	1.17249419717376	4.92640057920067e-08	GPI	P06744	酶	可逆反应参与物	A	5.3.1.9	葡萄糖6-磷酸与果糖6-磷酸异构。	未逐基因核定	https://enzyme.expasy.org/EC/5.3.1.9	https://www.uniprot.org/uniprotkb/P06744/entry	R044	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。	未分析	未分析	未评价
KEGG:C00670	glycerophosphorylcholine (GPC)	降低	-0.791132433603263	0.000488373149853638	GDPD5	Q8WTR4	酶	水解底物	A	3.1.4.2	甘油磷酸胆碱水解产生甘油3-磷酸与胆碱。	未逐基因核定	https://enzyme.expasy.org/EC/3.1.4.2	https://www.uniprot.org/uniprotkb/Q8WTR4/entry	R054	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。	未分析	未分析	未评价
KEGG:C00670	glycerophosphorylcholine (GPC)	降低	-0.791132433603263	0.000488373149853638	GPCPD1	Q9NPB8	酶	水解底物	A	3.1.4.2	甘油磷酸胆碱水解产生甘油3-磷酸与胆碱。	未逐基因核定	https://enzyme.expasy.org/EC/3.1.4.2	https://www.uniprot.org/uniprotkb/Q9NPB8/entry	R054	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。	未分析	未分析	未评价
KEGG:C00751	squalene	降低	-0.54340453904397	0.0105494782381819	FDFT1	P37268	酶	生成产物	A	2.5.1.21	两个法呢基二磷酸分子参与角鲨烯合成。	未逐基因核定	https://enzyme.expasy.org/EC/2.5.1.21	https://www.uniprot.org/uniprotkb/P37268/entry	R056	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。	未分析	未分析	未评价
KEGG:C00751	squalene	降低	-0.54340453904397	0.0105494782381819	SQLE	Q14534	酶	转化底物	A	1.14.14.17	角鲨烯氧化为2,3-氧化角鲨烯。	未逐基因核定	https://enzyme.expasy.org/EC/1.14.14.17	https://www.uniprot.org/uniprotkb/Q14534/entry	R057	HMGCR位于更上游，不是本表角鲨烯的一步直接酶。	未分析	未分析	未评价
KEGG:C00794	sorbitol	升高	0.458965493653265	0.0186550627157244	SORD	Q00796	酶	可逆反应参与物	A	1.1.1.14	山梨醇脱氢反应连接果糖。	未逐基因核定	https://enzyme.expasy.org/EC/1.1.1.14	https://www.uniprot.org/uniprotkb/Q00796/entry	R043	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。	未分析	未分析	未评价
KEGG:C00864	pantothenate	升高	0.691889596982221	0.000401275185347765	PANK1	Q8TE04	酶	转化底物	A	2.7.1.33	泛酸磷酸化生成4-磷酸泛酸。	未逐基因核定	https://enzyme.expasy.org/EC/2.7.1.33	https://www.uniprot.org/uniprotkb/Q8TE04/entry	R074	不把缺少相同激酶活性的PANK4自动纳入。	未分析	未分析	未评价
KEGG:C00864	pantothenate	升高	0.691889596982221	0.000401275185347765	PANK2	Q9BZ23	酶	转化底物	A	2.7.1.33	泛酸磷酸化生成4-磷酸泛酸。	未逐基因核定	https://enzyme.expasy.org/EC/2.7.1.33	https://www.uniprot.org/uniprotkb/Q9BZ23/entry	R074	不把缺少相同激酶活性的PANK4自动纳入。	未分析	未分析	未评价
KEGG:C00864	pantothenate	升高	0.691889596982221	0.000401275185347765	PANK3	Q9H999	酶	转化底物	A	2.7.1.33	泛酸磷酸化生成4-磷酸泛酸。	未逐基因核定	https://enzyme.expasy.org/EC/2.7.1.33	https://www.uniprot.org/uniprotkb/Q9H999/entry	R074	不把缺少相同激酶活性的PANK4自动纳入。	未分析	未分析	未评价
KEGG:C01157	trans-4-hydroxyproline	升高	1.11023621774845	1.7753292914127e-06	PRODH2	Q9UF12	酶	转化底物	A	1.5.5.3	trans-4-羟基-L-脯氨酸被氧化；不是将游离脯氨酸羟化。	未逐基因核定	https://enzyme.expasy.org/EC/1.5.5.3	https://www.uniprot.org/uniprotkb/Q9UF12/entry	R016	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。	未分析	未分析	未评价
KEGG:C01179	4-hydroxyphenylpyruvate	升高	0.707301954354599	0.000645309629537786	HPD	P32754	酶	转化底物	A	1.13.11.27	4-羟基苯丙酮酸经氧化反应转化为尿黑酸。	未逐基因核定	https://enzyme.expasy.org/EC/1.13.11.27	https://www.uniprot.org/uniprotkb/P32754/entry	R024	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。	未分析	未分析	未评价
KEGG:C01179	4-hydroxyphenylpyruvate	升高	0.707301954354599	0.000645309629537786	TAT	P17735	酶	可逆反应参与物	A	2.6.1.5	酪氨酸转氨连接4-羟基苯丙酮酸与谷氨酸。	未逐基因核定	https://enzyme.expasy.org/EC/2.6.1.5	https://www.uniprot.org/uniprotkb/P17735/entry	R023	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。	未分析	未分析	未评价
KEGG:C01181	deoxycarnitine	升高	0.819660995208735	7.66030550534651e-05	BBOX1	O75936	酶	转化底物	A	1.14.11.1	脱氧肉碱（γ-丁酰甜菜碱）羟化生成肉碱。	未逐基因核定	https://enzyme.expasy.org/EC/1.14.11.1	https://www.uniprot.org/uniprotkb/O75936/entry	R060	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。	未分析	未分析	未评价
KEGG:C01835	maltotriose	升高	0.8609818160314	7.06446190609436e-05	MGAM	O43451	酶	水解底物	A	3.2.1.20	人MGAM可水解麦芽三糖生成麦芽糖和葡萄糖。	质膜外侧/细胞外	https://www.reactome.org/content/detail/R-HSA-191116	https://www.uniprot.org/uniprotkb/O43451/entry	R086	原注释主要为小肠消化背景；不能将人源反应直接视为乳腺肿瘤内已发生的反应。	未分析	未分析	未评价
KEGG:C02838	octanoylcarnitine (C8)	升高	0.365630064049936	0.0462923587306146	CRAT	P43155	酶	可逆酰基转移参与物	A	2.3.1.137	辛酰CoA与肉碱的酰基转移连接C8酰基肉碱。	未逐基因核定	https://enzyme.expasy.org/EC/2.3.1.137	https://www.uniprot.org/uniprotkb/P43155/entry	R062	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。	未分析	未分析	未评价
KEGG:C02838	octanoylcarnitine (C8)	升高	0.365630064049936	0.0462923587306146	CROT	Q9UKG9	酶	可逆酰基转移参与物	A	2.3.1.137	辛酰CoA与肉碱的酰基转移连接C8酰基肉碱。	未逐基因核定	https://enzyme.expasy.org/EC/2.3.1.137	https://www.uniprot.org/uniprotkb/Q9UKG9/entry	R062	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。	未分析	未分析	未评价
KEGG:C02862	butyrylcarnitine	升高	0.919391534005286	0.00010312183301014	CRAT	P43155	酶	可逆酰基转移参与物	A	2.3.1.7	肉碱酰基转移酶的丁酰CoA底物反应连接丁酰肉碱。	未逐基因核定	https://enzyme.expasy.org/EC/2.3.1.7	https://www.uniprot.org/uniprotkb/P43155/entry	R063	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。	未分析	未分析	未评价
KEGG:C02918	1-methylnicotinamide	升高	0.730467367194184	0.00163298103856755	AOX1	Q06278	酶	氧化转化底物	A	1.2.3.1	1-MNA氧化连接甲基吡啶酮羧酰胺类产物。	未逐基因核定	https://www.kegg.jp/entry/R04085	https://www.uniprot.org/uniprotkb/Q06278/entry	R088	KEGG C02918/R04085/R08408与人AOX1(hsa:316,Q06278)相互支持；本轮未分析AOX1表达或1-MNA清除速率。	未分析	未分析	未评价
KEGG:C02918	1-methylnicotinamide	升高	0.730467367194184	0.00163298103856755	NNMT	P40261	酶	生成产物	A	2.1.1.1	烟酰胺接受SAM甲基，生成1-MNA与SAH。	未逐基因核定	https://enzyme.expasy.org/EC/2.1.1.1	https://www.uniprot.org/uniprotkb/P40261/entry	R072	SAH是广泛甲基转移产物；仅保留与本次已选NNMT反应的显式关系，不扩展所有甲基转移酶。	未分析	未分析	未评价
KEGG:C02990	palmitoylcarnitine	升高	0.597500027083042	0.00730601845006824	CPT1A	P50416	酶	可逆酰基转移参与物	A	2.3.1.21	棕榈酰CoA与肉碱经酰基转移连接棕榈酰肉碱。	未逐基因核定	https://enzyme.expasy.org/EC/2.3.1.21	https://www.uniprot.org/uniprotkb/P50416/entry	R061	同一化学反应的不同细胞区室节点；本轮没有测脂肪酸氧化通量。未把CPT1C当作等价催化酶。	未分析	未分析	未评价
KEGG:C02990	palmitoylcarnitine	升高	0.597500027083042	0.00730601845006824	CPT1B	Q92523	酶	可逆酰基转移参与物	A	2.3.1.21	棕榈酰CoA与肉碱经酰基转移连接棕榈酰肉碱。	未逐基因核定	https://enzyme.expasy.org/EC/2.3.1.21	https://www.uniprot.org/uniprotkb/Q92523/entry	R061	同一化学反应的不同细胞区室节点；本轮没有测脂肪酸氧化通量。未把CPT1C当作等价催化酶。	未分析	未分析	未评价
KEGG:C02990	palmitoylcarnitine	升高	0.597500027083042	0.00730601845006824	CPT2	P23786	酶	可逆酰基转移参与物	A	2.3.1.21	棕榈酰CoA与肉碱经酰基转移连接棕榈酰肉碱。	未逐基因核定	https://enzyme.expasy.org/EC/2.3.1.21	https://www.uniprot.org/uniprotkb/P23786/entry	R061	同一化学反应的不同细胞区室节点；本轮没有测脂肪酸氧化通量。未把CPT1C当作等价催化酶。	未分析	未分析	未评价
KEGG:C04006	inositol 1-phosphate (I1P)	升高	1.20897804606136	3.17982512261019e-07	IMPA1	P29218	酶	水解底物	A	3.1.3.25	肌醇单磷酸脱磷酸生成肌醇。	未逐基因核定	https://enzyme.expasy.org/EC/3.1.3.25	https://www.uniprot.org/uniprotkb/P29218/entry	R055	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。	未分析	未分析	未评价
KEGG:C04006	inositol 1-phosphate (I1P)	升高	1.20897804606136	3.17982512261019e-07	IMPA2	O14732	酶	水解底物	A	3.1.3.25	肌醇单磷酸脱磷酸生成肌醇。	未逐基因核定	https://enzyme.expasy.org/EC/3.1.3.25	https://www.uniprot.org/uniprotkb/O14732/entry	R055	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。	未分析	未分析	未评价
KEGG:C05282	gamma-glutamylglutamate	升高	0.660862510546258	0.00488118323762501	FOLH1	Q04609	酶	水解底物	A	3.4.17.21	NAAG或γ-Glu-Glu等底物的水解释放末端谷氨酸。	未逐基因核定	https://enzyme.expasy.org/EC/3.4.17.21	https://www.uniprot.org/uniprotkb/Q04609/entry	R031	人源直接反应候选；乳腺组织是否有相应活性尚未测定。	未分析	未分析	未评价
KEGG:C05345	fructose-6-phosphate	升高	1.37317657315116	6.03258151012159e-08	GPI	P06744	酶	可逆反应参与物	A	5.3.1.9	葡萄糖6-磷酸与果糖6-磷酸异构。	未逐基因核定	https://enzyme.expasy.org/EC/5.3.1.9	https://www.uniprot.org/uniprotkb/P06744/entry	R044	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。	未分析	未分析	未评价
KEGG:C05345	fructose-6-phosphate	升高	1.37317657315116	6.03258151012159e-08	MPI	P34949	酶	可逆反应参与物	A	5.3.1.8	甘露糖6-磷酸与果糖6-磷酸异构。	未逐基因核定	https://enzyme.expasy.org/EC/5.3.1.8	https://www.uniprot.org/uniprotkb/P34949/entry	R034	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。	未分析	未分析	未评价
KEGG:C05345	fructose-6-phosphate	升高	1.37317657315116	6.03258151012159e-08	PFKL	P17858	酶	转化底物	A	2.7.1.11	果糖6-磷酸磷酸化生成果糖1,6-二磷酸。	未逐基因核定	https://enzyme.expasy.org/EC/2.7.1.11	https://www.uniprot.org/uniprotkb/P17858/entry	R045	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。	未分析	未分析	未评价
KEGG:C05345	fructose-6-phosphate	升高	1.37317657315116	6.03258151012159e-08	PFKM	P08237	酶	转化底物	A	2.7.1.11	果糖6-磷酸磷酸化生成果糖1,6-二磷酸。	未逐基因核定	https://enzyme.expasy.org/EC/2.7.1.11	https://www.uniprot.org/uniprotkb/P08237/entry	R045	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。	未分析	未分析	未评价
KEGG:C05345	fructose-6-phosphate	升高	1.37317657315116	6.03258151012159e-08	PFKP	Q01813	酶	转化底物	A	2.7.1.11	果糖6-磷酸磷酸化生成果糖1,6-二磷酸。	未逐基因核定	https://enzyme.expasy.org/EC/2.7.1.11	https://www.uniprot.org/uniprotkb/Q01813/entry	R045	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。	未分析	未分析	未评价
KEGG:C12270	N-acetyl-aspartyl-glutamate (NAAG)	升高	0.816129879907186	5.38542611764762e-05	FOLH1	Q04609	酶	水解底物	A	3.4.17.21	NAAG或γ-Glu-Glu等底物的水解释放末端谷氨酸。	未逐基因核定	https://enzyme.expasy.org/EC/3.4.17.21	https://www.uniprot.org/uniprotkb/Q04609/entry	R031	人源直接反应候选；乳腺组织是否有相应活性尚未测定。	未分析	未分析	未评价
