feature_name	gene	mapping_class	source_url	limitation	GSE263733	GSE278688	GSE242230	n_evaluable_cohorts	max_top_agreement	interpretation	evidence_scope
glycerol	GK5	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q6ZS86/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	T/NK	Epithelial/Ductal	Epithelial/Ductal	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerophosphorylcholine (GPC)	GDPD3	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q7L5L3/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Epithelial/Ductal	Epithelial/Ductal	Endothelial	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerophosphorylcholine (GPC)	LYPLA1	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/O75608/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Epithelial/Ductal	Epithelial/Ductal	Epithelial/Ductal	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerophosphorylcholine (GPC)	PLA2G4B	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P0C869/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	B/Plasma	Epithelial/Ductal	B/Plasma	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerophosphorylcholine (GPC)	PLA2G4C	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q9UP65/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Endothelial	Endothelial	Fibroblast/CAF	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerophosphorylcholine (GPC)	PLA2G6	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/O60733/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	T/NK	Epithelial/Ductal	T/NK	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerophosphorylcholine (GPC)	PLA2G6	CONDITIONAL	https://www.uniprot.org/uniprotkb/O60733/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	T/NK	Epithelial/Ductal	T/NK	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerophosphorylcholine (GPC)	PNPLA8	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q9NP80/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Myeloid	Myeloid	Endothelial	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerophosphorylcholine (GPC)	TMEM86A	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q8N2M4/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Myeloid	Myeloid	Myeloid	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerophosphorylcholine (GPC)	TMEM86B	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q8N661/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Epithelial/Ductal	Epithelial/Ductal	Erythrocyte	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerophosphorylcholine (GPC)	CEL	CONDITIONAL	https://www.uniprot.org/uniprotkb/P19835/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Acinar	Epithelial/Ductal	B/Plasma	3	1	COHORT_DEPENDENT_OR_NOT_EVALUABLE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerophosphorylcholine (GPC)	PLA2G4E	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q3MJ16/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Epithelial/Ductal	NOT_EVALUABLE	Epithelial/Ductal	2	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerophosphorylcholine (GPC)	PLA2G4F	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q68DD2/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Epithelial/Ductal	Epithelial/Ductal	Epithelial/Ductal	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerophosphorylcholine (GPC)	PNPLA7	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q6ZV29/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	B/Plasma	B/Plasma	B/Plasma	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerophosphorylcholine (GPC)	ASPG	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q86U10/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Epithelial/Ductal	Epithelial/Ductal	Epithelial/Ductal	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerophosphorylcholine (GPC)	GDPD5	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q8WTR4/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Endothelial	Endothelial	T/NK	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerophosphorylcholine (GPC)	GPCPD1	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q9NPB8/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Myeloid	Myeloid	Myeloid	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycylproline	PEPD	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P12955/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Myeloid	Myeloid	Myeloid	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
pro-hydroxy-pro	PEPD	CONDITIONAL	https://www.uniprot.org/uniprotkb/P12955/entry	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family	Myeloid	Myeloid	Myeloid	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
leucine	AADAT	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q8N5Z0/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Fibroblast/CAF	Fibroblast/CAF	Fibroblast/CAF	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
tryptophan	AADAT	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q8N5Z0/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Fibroblast/CAF	Fibroblast/CAF	Fibroblast/CAF	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
leucine	ACE2	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q9BYF1/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Epithelial/Ductal	Epithelial/Ductal	Epithelial/Ductal	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
leucine	BCAT2	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/O15382/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Endothelial	Epithelial/Ductal	Fibroblast/CAF	3	1	COHORT_DEPENDENT_OR_NOT_EVALUABLE	Descriptive gene expression source;not metabolite production or exact-relation validation
leucine	LARS1	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q9P2J5/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	NOT_EVALUABLE	NOT_EVALUABLE	NOT_EVALUABLE	0	0	COHORT_DEPENDENT_OR_NOT_EVALUABLE	Descriptive gene expression source;not metabolite production or exact-relation validation
leucine	LARS2	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q15031/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Fibroblast/CAF	B/Plasma	T/NK	3	1	COHORT_DEPENDENT_OR_NOT_EVALUABLE	Descriptive gene expression source;not metabolite production or exact-relation validation
leucine	PLBD1	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q6P4A8/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Myeloid	Epithelial/Ductal	Myeloid	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
leucine	PM20D1	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q6GTS8/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Acinar	T/NK	B/Plasma	3	1	COHORT_DEPENDENT_OR_NOT_EVALUABLE	Descriptive gene expression source;not metabolite production or exact-relation validation
tryptophan	PM20D1	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q6GTS8/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Acinar	T/NK	B/Plasma	3	1	COHORT_DEPENDENT_OR_NOT_EVALUABLE	Descriptive gene expression source;not metabolite production or exact-relation validation
leucine	SLC38A9	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q8NBW4/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Endothelial	B/Plasma	Endothelial	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
leucine	SLC43A1	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/O75387/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Acinar	Fibroblast/CAF	Endothelial	3	1	COHORT_DEPENDENT_OR_NOT_EVALUABLE	Descriptive gene expression source;not metabolite production or exact-relation validation
leucine	SLC43A2	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q8N370/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Myeloid	Myeloid	Myeloid	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
leucine	SLC6A14	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q9UN76/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Epithelial/Ductal	Epithelial/Ductal	Epithelial/Ductal	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
tryptophan	SLC6A14	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q9UN76/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Epithelial/Ductal	Epithelial/Ductal	Epithelial/Ductal	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
leucine	SLC6A15	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q9H2J7/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Epithelial/Ductal	NOT_EVALUABLE	NOT_EVALUABLE	1	1	COHORT_DEPENDENT_OR_NOT_EVALUABLE	Descriptive gene expression source;not metabolite production or exact-relation validation
leucine	SLC6A19	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q695T7/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Epithelial/Ductal	Epithelial/Ductal	Epithelial/Ductal	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
tryptophan	SLC6A19	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q695T7/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Epithelial/Ductal	Epithelial/Ductal	Epithelial/Ductal	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
leucine	SLC7A5	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q01650/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	T/NK	T/NK	Erythrocyte	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
tryptophan	SLC7A5	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q01650/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	T/NK	T/NK	Erythrocyte	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
leucine	SLC7A6	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q92536/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	T/NK	T/NK	T/NK	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
leucine	SLC7A8	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q9UHI5/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Myeloid	Myeloid	Fibroblast/CAF	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
tryptophan	SLC7A8	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q9UHI5/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Myeloid	Myeloid	Fibroblast/CAF	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
leucine	SLC7A9	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P82251/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Epithelial/Ductal	Epithelial/Ductal	Epithelial/Ductal	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
leucine	SLC38A8	CONDITIONAL	https://www.uniprot.org/uniprotkb/A6NNN8/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Fibroblast/CAF	NOT_EVALUABLE	NOT_EVALUABLE	1	1	COHORT_DEPENDENT_OR_NOT_EVALUABLE	Descriptive gene expression source;not metabolite production or exact-relation validation
leucine	BCAT1	CONDITIONAL	https://www.uniprot.org/uniprotkb/P54687/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Myeloid	Myeloid	Fibroblast/CAF	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
leucine	SLC7A13	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q8TCU3/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	NOT_EVALUABLE	NOT_EVALUABLE	NOT_EVALUABLE	0	0	COHORT_DEPENDENT_OR_NOT_EVALUABLE	Descriptive gene expression source;not metabolite production or exact-relation validation
tryptophan	SLC7A13	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q8TCU3/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	NOT_EVALUABLE	NOT_EVALUABLE	NOT_EVALUABLE	0	0	COHORT_DEPENDENT_OR_NOT_EVALUABLE	Descriptive gene expression source;not metabolite production or exact-relation validation
leucine	PTER	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q96BW5/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Epithelial/Ductal	Epithelial/Ductal	Epithelial/Ductal	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
taurine	PTER	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q96BW5/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Epithelial/Ductal	Epithelial/Ductal	Epithelial/Ductal	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
leucine	SLC38A2	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q96QD8/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Endothelial	Endothelial	Fibroblast/CAF	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
leucine	SLC6A17	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q9H1V8/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Fibroblast/CAF	Endothelial	Epithelial/Ductal	3	1	COHORT_DEPENDENT_OR_NOT_EVALUABLE	Descriptive gene expression source;not metabolite production or exact-relation validation
leucine	SLC7A7	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q9UM01/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Myeloid	Myeloid	Myeloid	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
ornithine	SLC7A7	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q9UM01/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Myeloid	Myeloid	Myeloid	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
leucine	SLC25A44	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q96H78/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Endothelial	T/NK	Epithelial/Ductal	3	1	COHORT_DEPENDENT_OR_NOT_EVALUABLE	Descriptive gene expression source;not metabolite production or exact-relation validation
leucine	SLC38A10	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q9HBR0/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Fibroblast/CAF	Epithelial/Ductal	Fibroblast/CAF	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
myristoleate (14:1n5)	ACOT8	CONDITIONAL	https://www.uniprot.org/uniprotkb/O14734/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Epithelial/Ductal	Epithelial/Ductal	Epithelial/Ductal	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
ornithine	AGMAT	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q9BSE5/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	T/NK	B/Plasma	T/NK	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
taurine	AGMAT	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q9BSE5/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	T/NK	B/Plasma	T/NK	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
ornithine	ARG1	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P05089/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Myeloid	T/NK	Myeloid	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
ornithine	ARG2	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P78540/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Epithelial/Ductal	T/NK	Epithelial/Ductal	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
ornithine	GATM	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P50440/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Acinar	Epithelial/Ductal	Epithelial/Ductal	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
taurine	GATM	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P50440/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Acinar	Epithelial/Ductal	Epithelial/Ductal	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
ornithine	LACC1	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q8IV20/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Myeloid	Myeloid	Myeloid	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
ornithine	OAT	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P04181/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Fibroblast/CAF	Fibroblast/CAF	Fibroblast/CAF	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
ornithine	ODC1	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P11926/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	B/Plasma	B/Plasma	B/Plasma	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
ornithine	OTC	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P00480/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Endothelial	Epithelial/Ductal	Epithelial/Ductal	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
ornithine	PM20D2	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q8IYS1/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Epithelial/Ductal	Fibroblast/CAF	Epithelial/Ductal	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
ornithine	SLC25A15	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q9Y619/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Epithelial/Ductal	T/NK	T/NK	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
ornithine	SLC25A15	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q9Y619/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Epithelial/Ductal	T/NK	T/NK	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
ornithine	SLC25A2	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q9BXI2/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Epithelial/Ductal	NOT_EVALUABLE	Epithelial/Ductal	2	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
ornithine	SLC25A29	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q8N8R3/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Epithelial/Ductal	Epithelial/Ductal	Epithelial/Ductal	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
ornithine	SLC7A3	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q8WY07/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Fibroblast/CAF	Fibroblast/CAF	NOT_EVALUABLE	2	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
ornithine	SLC7A1	CONDITIONAL	https://www.uniprot.org/uniprotkb/P30825/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Epithelial/Ductal	Epithelial/Ductal	Epithelial/Ductal	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
ornithine	SLC7A2	CONDITIONAL	https://www.uniprot.org/uniprotkb/P52569/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Acinar	Fibroblast/CAF	Fibroblast/CAF	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
ornithine	AGXT2	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q9BYV1/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	NOT_EVALUABLE	NOT_EVALUABLE	NOT_EVALUABLE	0	0	COHORT_DEPENDENT_OR_NOT_EVALUABLE	Descriptive gene expression source;not metabolite production or exact-relation validation
taurine	BAAT	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q14032/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Epithelial/Ductal	Epithelial/Ductal	Epithelial/Ductal	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
taurine	FMO1	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q01740/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Fibroblast/CAF	Fibroblast/CAF	Fibroblast/CAF	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
taurine	FMO3	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P31513/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Fibroblast/CAF	Fibroblast/CAF	Fibroblast/CAF	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
taurine	LRRC8A	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q8IWT6/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Endothelial	Endothelial	Endothelial	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
