cancer	cohort	stable_gene_id	gene	measured_feature_id	mapping_policy	mapping_version	status	reason	source_id
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q9H9B1	EHMT1	EHMT1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q96KQ7	EHMT2	EHMT2	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q92979	EMG1	EMG1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:O14638	ENPP3	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q6UWR7	ENPP6	ENPP6	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P07099	EPHX1	EPHX1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P34913	EPHX2	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q9H6B9	EPHX3	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q8IXQ9	ETFBKMT	ETFBKMT	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q92800	EZH1	EZH1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q15910	EZH2	EZH2	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:O00519	FAAH	FAAH	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q6P587	FAHD1	FAHD1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P22087	FBL	FBL	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:A6NHQ2	FBLL1	FBLL1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P37268	FDFT1	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q01740	FMO1	FMO1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P31513	FMO3	FMO3	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q9C0B1	FTO	FTO	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q9UET6	FTSJ1	FTSJ1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q8IY81	FTSJ3	FTSJ3	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q99259	GAD1	GAD1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q05329	GAD2	GAD2	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q6ZQY3	GADL1	GADL1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q14353	GAMT	GAMT	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P04406	GAPDH	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P50440	GATM	GATM	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q8N9F7	GDPD1	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q9HCC8	GDPD2	GDPD2	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q7L5L3	GDPD3	GDPD3	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q8WTR4	GDPD5	GDPD5	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q06210	GFPT1	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:O94808	GFPT2	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q9BVM4	GGACT	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:O75223	GGCT	GGCT	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P19440	GGT1	GGT1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P36269	GGT5	GGT5	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P32189	GK	GK	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q14410	GK2	GK2	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q14409	GK3	GK3P	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	UNIQUE_REVIEWED_ALIAS	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q6ZS86	GK5	GK5	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:O94925	GLS	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P00367	GLUD1	GLUD1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P49448	GLUD2	GLUD2	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P15104	GLUL	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q969I3	GLYATL1	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P49915	GMPS	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q14749	GNMT	GNMT	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P17174	GOT1	GOT1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q8NHS2	GOT1L1	GOT1L1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P00505	GOT2	GOT2	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q9HCL2	GPAM	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q53EU6	GPAT3	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q86UL3	GPAT4	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q9NPB8	GPCPD1	GPCPD1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P21695	GPD1	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q8N335	GPD1L	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P43304	GPD2	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P24298	GPT	GPT	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q8TD30	GPT2	GPT2	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q9UBQ7	GRHPR	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q16836	HADH	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P40939	HADHA	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q9UJM8	HAO1	HAO1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q9NYQ3	HAO2	HAO2	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q969S8	HDAC10	HDAC10	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q9Y5R4	HEMK1	HEMK1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q9Y5N5	HEMK2	N6AMT1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	UNIQUE_REVIEWED_ALIAS	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q5T8I9	HENMT1	HENMT1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P31937	HIBADH	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q9NWT6	HIF1AN	HIF1AN	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P50135	HNMT	HNMT	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q86XE5	HOGA1	HOGA1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P32754	HPD	HPD	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P15428	HPGD	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P00492	HPRT1	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:O43593	HR	HR	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P80365	HSD11B2	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P14061	HSD17B1	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q8NBQ5	HSD17B11	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q53GQ0	HSD17B12	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q7Z5P4	HSD17B13	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q9BPX1	HSD17B14	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P37059	HSD17B2	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P51659	HSD17B4	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:O14756	HSD17B6	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q92506	HSD17B8	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P14060	HSD3B1	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P26439	HSD3B2	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q9H2F3	HSD3B7	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:O60725	ICMT	ICMT	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:O75874	IDH1	IDH1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P48735	IDH2	IDH2	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P50213	IDH3A	IDH3A	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P14902	IDO1	IDO1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
