cancer	cohort	stage_id	run_id	analysis_version	feature_id	metabolite_key	metabolite_name	gene	uniprot_accession	relationship_type	role	reaction	mapping_status	source_url	source_evidence	provenance	original_evidence_id	source_commit	reason
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX1	P07203	enzyme	product_as_written	(5S)-hydroperoxy-(6E,8Z,11Z,14Z,17Z)-eicosapentaenoate + 2 glutathione = (5S)-hydroxy-(6E,8Z,11Z,14Z,17Z)-eicosapentaenoate + glutathione disulfide + H2O	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P07203/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:76699	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:f1cfefc7a1a449f0	KEGG:C00051	glutathione, reduced (GSH)	GPX1	P07203	enzyme	substrate_as_written	(5S)-hydroperoxy-(6E,8Z,11Z,14Z,17Z)-eicosapentaenoate + 2 glutathione = (5S)-hydroxy-(6E,8Z,11Z,14Z,17Z)-eicosapentaenoate + glutathione disulfide + H2O	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P07203/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:76699	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX1	P07203	enzyme	product_as_written	(12S)-hydroperoxy-(5Z,8Z,10E,14Z,17Z)-eicosapentaenoate + 2 glutathione = (12S)-hydroxy-(5Z,8Z,10E,14Z,17Z)-eicosapentaenoate + glutathione disulfide + H2O	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P07203/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:76703	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:f1cfefc7a1a449f0	KEGG:C00051	glutathione, reduced (GSH)	GPX1	P07203	enzyme	substrate_as_written	(12S)-hydroperoxy-(5Z,8Z,10E,14Z,17Z)-eicosapentaenoate + 2 glutathione = (12S)-hydroxy-(5Z,8Z,10E,14Z,17Z)-eicosapentaenoate + glutathione disulfide + H2O	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P07203/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:76703	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX1	P07203	enzyme	product_as_written	(15S)-hydroperoxy-(5Z,8Z,11Z,13E,17Z)-eicosapentaenoate + 2 glutathione = (15S)-hydroxy-(5Z,8Z,11Z,13E,17Z)-eicosapentaenoate + glutathione disulfide + H2O	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P07203/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:76707	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:f1cfefc7a1a449f0	KEGG:C00051	glutathione, reduced (GSH)	GPX1	P07203	enzyme	substrate_as_written	(15S)-hydroperoxy-(5Z,8Z,11Z,13E,17Z)-eicosapentaenoate + 2 glutathione = (15S)-hydroxy-(5Z,8Z,11Z,13E,17Z)-eicosapentaenoate + glutathione disulfide + H2O	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P07203/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:76707	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX1	P07203	enzyme	product_as_written	(15S)-hydroperoxy-(11Z,13E)-eicosadienoate + 2 glutathione = (15S)-hydroxy-(11Z,13E)-eicosadienoate + glutathione disulfide + H2O	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P07203/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:76711	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:f1cfefc7a1a449f0	KEGG:C00051	glutathione, reduced (GSH)	GPX1	P07203	enzyme	substrate_as_written	(15S)-hydroperoxy-(11Z,13E)-eicosadienoate + 2 glutathione = (15S)-hydroxy-(11Z,13E)-eicosadienoate + glutathione disulfide + H2O	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P07203/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:76711	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX1	P07203	enzyme	product_as_written	(17S)-hydroperoxy-(4Z,7Z,10Z,13Z,15E,19Z)-docosahexaenoate + 2 glutathione = (17S)-hydroxy-(4Z,7Z,10Z,13Z,15E,19Z)-docosahexaenoate + glutathione disulfide + H2O	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P07203/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:76715	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:f1cfefc7a1a449f0	KEGG:C00051	glutathione, reduced (GSH)	GPX1	P07203	enzyme	substrate_as_written	(17S)-hydroperoxy-(4Z,7Z,10Z,13Z,15E,19Z)-docosahexaenoate + 2 glutathione = (17S)-hydroxy-(4Z,7Z,10Z,13Z,15E,19Z)-docosahexaenoate + glutathione disulfide + H2O	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P07203/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:76715	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX4	P36969	enzyme	product_as_written	a hydroperoxy polyunsaturated fatty acid + 2 glutathione = a hydroxy polyunsaturated fatty acid + glutathione disulfide + H2O	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P36969/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""11115402""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:19057	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:f1cfefc7a1a449f0	KEGG:C00051	glutathione, reduced (GSH)	GPX4	P36969	enzyme	substrate_as_written	a hydroperoxy polyunsaturated fatty acid + 2 glutathione = a hydroxy polyunsaturated fatty acid + glutathione disulfide + H2O	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P36969/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""11115402""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:19057	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX4	P36969	enzyme	product_as_written	2 glutathione + H2O2 = glutathione disulfide + 2 H2O	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P36969/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:16833	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:f1cfefc7a1a449f0	KEGG:C00051	glutathione, reduced (GSH)	GPX4	P36969	enzyme	substrate_as_written	2 glutathione + H2O2 = glutathione disulfide + 2 H2O	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P36969/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:16833	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX4	P36969	enzyme	product_as_written	tert-butyl hydroperoxide + 2 glutathione = tert-butanol + glutathione disulfide + H2O	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P36969/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""17630701""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:69412	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:f1cfefc7a1a449f0	KEGG:C00051	glutathione, reduced (GSH)	GPX4	P36969	enzyme	substrate_as_written	tert-butyl hydroperoxide + 2 glutathione = tert-butanol + glutathione disulfide + H2O	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P36969/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""17630701""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:69412	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX4	P36969	enzyme	product_as_written	cumene hydroperoxide + 2 glutathione = 2-phenylpropan-2-ol + glutathione disulfide + H2O	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P36969/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:69651	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:f1cfefc7a1a449f0	KEGG:C00051	glutathione, reduced (GSH)	GPX4	P36969	enzyme	substrate_as_written	cumene hydroperoxide + 2 glutathione = 2-phenylpropan-2-ol + glutathione disulfide + H2O	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P36969/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:69651	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX4	P36969	enzyme	product_as_written	(9S)-hydroperoxy-(10E,12Z)-octadecadienoate + 2 glutathione = (9S)-hydroxy-(10E,12Z)-octadecadienoate + glutathione disulfide + H2O	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P36969/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:76687	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:f1cfefc7a1a449f0	KEGG:C00051	glutathione, reduced (GSH)	GPX4	P36969	enzyme	substrate_as_written	(9S)-hydroperoxy-(10E,12Z)-octadecadienoate + 2 glutathione = (9S)-hydroxy-(10E,12Z)-octadecadienoate + glutathione disulfide + H2O	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P36969/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:76687	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX4	P36969	enzyme	product_as_written	(13S)-hydroperoxy-(9Z,11E)-octadecadienoate + 2 glutathione = (13S)-hydroxy-(9Z,11E)-octadecadienoate + glutathione disulfide + H2O	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P36969/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:48888	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:f1cfefc7a1a449f0	KEGG:C00051	glutathione, reduced (GSH)	GPX4	P36969	enzyme	substrate_as_written	(13S)-hydroperoxy-(9Z,11E)-octadecadienoate + 2 glutathione = (13S)-hydroxy-(9Z,11E)-octadecadienoate + glutathione disulfide + H2O	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P36969/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:48888	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX4	P36969	enzyme	product_as_written	(5S)-hydroperoxy-(6E,8Z,11Z,14Z)-eicosatetraenoate + 2 glutathione = (5S)-hydroxy-(6E,8Z,11Z,14Z)-eicosatetraenoate + glutathione disulfide + H2O	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P36969/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:48620	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:f1cfefc7a1a449f0	KEGG:C00051	glutathione, reduced (GSH)	GPX4	P36969	enzyme	substrate_as_written	(5S)-hydroperoxy-(6E,8Z,11Z,14Z)-eicosatetraenoate + 2 glutathione = (5S)-hydroxy-(6E,8Z,11Z,14Z)-eicosatetraenoate + glutathione disulfide + H2O	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P36969/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:48620	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX4	P36969	enzyme	product_as_written	(12R)-hydroperoxy-(5Z,8Z,10E,14Z)-eicosatetraenoate + 2 glutathione = (12R)-hydroxy-(5Z,8Z,10E,14Z)-eicosatetraenoate + glutathione disulfide + H2O	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P36969/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:76691	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:f1cfefc7a1a449f0	KEGG:C00051	glutathione, reduced (GSH)	GPX4	P36969	enzyme	substrate_as_written	(12R)-hydroperoxy-(5Z,8Z,10E,14Z)-eicosatetraenoate + 2 glutathione = (12R)-hydroxy-(5Z,8Z,10E,14Z)-eicosatetraenoate + glutathione disulfide + H2O	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P36969/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:76691	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX4	P36969	enzyme	product_as_written	(12S)-hydroperoxy-(5Z,8Z,10E,14Z)-eicosatetraenoate + 2 glutathione = (12S)-hydroxy-(5Z,8Z,10E,14Z)-eicosatetraenoate + glutathione disulfide + H2O	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P36969/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""11115402""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:50708	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:f1cfefc7a1a449f0	KEGG:C00051	glutathione, reduced (GSH)	GPX4	P36969	enzyme	substrate_as_written	(12S)-hydroperoxy-(5Z,8Z,10E,14Z)-eicosatetraenoate + 2 glutathione = (12S)-hydroxy-(5Z,8Z,10E,14Z)-eicosatetraenoate + glutathione disulfide + H2O	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P36969/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""11115402""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:50708	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX4	P36969	enzyme	product_as_written	(15S)-hydroperoxy-(5Z,8Z,11Z,13E)-eicosatetraenoate + 2 glutathione = (15S)-hydroxy-(5Z,8Z,11Z,13E)-eicosatetraenoate + glutathione disulfide + H2O	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P36969/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:76695	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:f1cfefc7a1a449f0	KEGG:C00051	glutathione, reduced (GSH)	GPX4	P36969	enzyme	substrate_as_written	(15S)-hydroperoxy-(5Z,8Z,11Z,13E)-eicosatetraenoate + 2 glutathione = (15S)-hydroxy-(5Z,8Z,11Z,13E)-eicosatetraenoate + glutathione disulfide + H2O	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P36969/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:76695	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX4	P36969	enzyme	product_as_written	(5S)-hydroperoxy-(6E,8Z,11Z,14Z,17Z)-eicosapentaenoate + 2 glutathione = (5S)-hydroxy-(6E,8Z,11Z,14Z,17Z)-eicosapentaenoate + glutathione disulfide + H2O	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P36969/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:76699	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:f1cfefc7a1a449f0	KEGG:C00051	glutathione, reduced (GSH)	GPX4	P36969	enzyme	substrate_as_written	(5S)-hydroperoxy-(6E,8Z,11Z,14Z,17Z)-eicosapentaenoate + 2 glutathione = (5S)-hydroxy-(6E,8Z,11Z,14Z,17Z)-eicosapentaenoate + glutathione disulfide + H2O	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P36969/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:76699	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX4	P36969	enzyme	product_as_written	(12S)-hydroperoxy-(5Z,8Z,10E,14Z,17Z)-eicosapentaenoate + 2 glutathione = (12S)-hydroxy-(5Z,8Z,10E,14Z,17Z)-eicosapentaenoate + glutathione disulfide + H2O	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P36969/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:76703	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:f1cfefc7a1a449f0	KEGG:C00051	glutathione, reduced (GSH)	GPX4	P36969	enzyme	substrate_as_written	(12S)-hydroperoxy-(5Z,8Z,10E,14Z,17Z)-eicosapentaenoate + 2 glutathione = (12S)-hydroxy-(5Z,8Z,10E,14Z,17Z)-eicosapentaenoate + glutathione disulfide + H2O	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P36969/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:76703	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX4	P36969	enzyme	product_as_written	(15S)-hydroperoxy-(5Z,8Z,11Z,13E,17Z)-eicosapentaenoate + 2 glutathione = (15S)-hydroxy-(5Z,8Z,11Z,13E,17Z)-eicosapentaenoate + glutathione disulfide + H2O	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P36969/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:76707	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:f1cfefc7a1a449f0	KEGG:C00051	glutathione, reduced (GSH)	GPX4	P36969	enzyme	substrate_as_written	(15S)-hydroperoxy-(5Z,8Z,11Z,13E,17Z)-eicosapentaenoate + 2 glutathione = (15S)-hydroxy-(5Z,8Z,11Z,13E,17Z)-eicosapentaenoate + glutathione disulfide + H2O	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P36969/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:76707	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
