cancer	stable_gene_id	gene	in_current_pool	history_only	relation_ids	n_relations	RNA_background	RNA_source_run	cell_background	sc_source_run	functional_source_ref	external_source_ref	data_limitations	next_action	status	reason	n_current_direct_relations	n_conditional_relations	historical_relation_ids	n_historical_original42_relations	historical_relation_index	RNA_effect	RNA_p	RNA_q	RNA_n	RNA_test_family	RNA_status	RNA_up_pairs	RNA_down_pairs	RNA_equal_pairs	all3_same_unique_top	all3_top_bootstrap_ge080	source_type	GSE263733_top_celltype	GSE263733_runner_celltype	GSE263733_top_gap	GSE263733_bootstrap_top_frequency	GSE263733_bootstrap_valid	GSE263733_max_detection	GSE263733_n_evaluable_celltypes	GSE263733_status	GSE263733_matrix_coverage_status	GSE263733_top_detection_fraction	GSE263733_top_source_labels	GSE278688_top_celltype	GSE278688_runner_celltype	GSE278688_top_gap	GSE278688_bootstrap_top_frequency	GSE278688_bootstrap_valid	GSE278688_max_detection	GSE278688_n_evaluable_celltypes	GSE278688_status	GSE278688_matrix_coverage_status	GSE278688_top_detection_fraction	GSE278688_top_source_labels	GSE242230_top_celltype	GSE242230_runner_celltype	GSE242230_top_gap	GSE242230_bootstrap_top_frequency	GSE242230_bootstrap_valid	GSE242230_max_detection	GSE242230_n_evaluable_celltypes	GSE242230_status	GSE242230_matrix_coverage_status	GSE242230_top_detection_fraction	GSE242230_top_source_labels
PDAC	UniProtKB:Q9H3R0	KDM4C	False	True	2f84eb2d8ae54211	1	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	1		0	historical_relation_index.tsv	0.1123342626230334	0.2619177413316745	0.3901483021919735	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	7	4	0	False	False	Expression-source descriptive only;not unique action cell	B/Plasma	T/NK	0.0386614082368341	1.0	1000	0.2222349456779909	7	DONE	DONE	0.1442116492986784	17.0	B/Plasma	T/NK	0.1747145015958661	1.0	1000	0.3104265919580635	6	DONE	DONE	0.3104265919580635	11.0	T/NK	B/Plasma	0.0218103434342007	0.729	1000	0.1740200669665296	7	DONE	DONE	0.1740200669665296	21.0
PDAC	UniProtKB:Q6B0I6	KDM4D	False	True	b3cb16cf5fbe6f42	1	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	1		0	historical_relation_index.tsv	-0.1561395215041109	0.1961926318848997	0.3188130268129621	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	4	7	0	False	False	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Acinar	0.0009640286073823	0.606	1000	0.0383534097342886	7	DONE	DONE	0.0295091028188006	11.0	Fibroblast/CAF	Epithelial/Ductal	0.0022902200856418	0.749	1000	0.0100339516957663	6	DONE	DONE	0.0100339516957663	13.0	Epithelial/Ductal	T/NK	0.0035768278122046	0.883	1000	0.0125117249717646	7	DONE	DONE	0.0125117249717646	24.0
PDAC	UniProtKB:B2RXH2	KDM4E	False	True	84ed2274039a236c	1	NOT_EVALUABLE	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	1		0	historical_relation_index.tsv	NA	NA	NA	0	RNA_PAIRED_HISTORY_SUPPLEMENT	NOT_EVALUABLE	0	0	0	False	False	Expression-source descriptive only;not unique action cell	Endothelial	Epithelial/Ductal	0.0033684039888238	0.5731190476190482	1000	0.0104166666666666	7	DONE	DONE	0.0104166666666666	4.0	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	NA	0	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0	7	NOT_EVALUABLE	DONE	NA	NA
PDAC	UniProtKB:A0A1W2PPD8	KDM4F	False	True	91b6122e2d6577b0	1	NOT_EVALUABLE	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	1		0	historical_relation_index.tsv	NA	NA	NA	0	RNA_PAIRED_HISTORY_SUPPLEMENT	NOT_EVALUABLE	0	0	0	False	False	Expression-source descriptive only;not unique action cell	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	NA	0	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0	6	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0	7	NOT_EVALUABLE	DONE	NA	NA
PDAC	UniProtKB:P29375	KDM5A	False	True	8e25669fb4251510	1	NOMINAL_EXPLORATORY	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	1		0	historical_relation_index.tsv	0.4730586629066827	0.021485410158144	0.0837930996167616	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	8	3	0	False	False	Expression-source descriptive only;not unique action cell	Endothelial	Epithelial/Ductal	0.0063029755398425	0.416	1000	0.7222851458135138	7	DONE	DONE	0.5696809326583832	4.0	B/Plasma	T/NK	0.0016148484256158	0.466	1000	0.3740698413883737	6	DONE	DONE	0.2870036995994977	11.0	T/NK	Myeloid	0.0726542557568378	0.922	1000	0.3375335629598917	7	DONE	DONE	0.2532039137314579	21.0
PDAC	UniProtKB:Q9UGL1	KDM5B	False	True	0eca70fed66535a1	1	NOMINAL_EXPLORATORY	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	1		0	historical_relation_index.tsv	0.7173792119749162	0.0083129217856057	0.0662079300377228	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	10	1	0	False	False	Expression-source descriptive only;not unique action cell	Epithelial/Ductal	Fibroblast/CAF	0.065710366822593	0.996	1000	0.677123424230701	7	DONE	DONE	0.677123424230701	18.0	Endothelial	Epithelial/Ductal	0.0320595295688631	0.767	1000	0.3601058920229535	6	DONE	DONE	0.3601058920229535	13.0	Epithelial/Ductal	Fibroblast/CAF	0.0630506632243966	0.925	1000	0.3699982716444772	7	DONE	DONE	0.3699982716444772	24.0
PDAC	UniProtKB:P41229	KDM5C	False	True	b5dcfd0a6255182a	1	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	1		0	historical_relation_index.tsv	0.2282382796929799	0.1586317080383662	0.2793943637702315	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	8	3	0	False	False	Expression-source descriptive only;not unique action cell	Epithelial/Ductal	Myeloid	0.0332515023325819	0.902	1000	0.4658443057716389	7	DONE	DONE	0.4658443057716389	18.0	Endothelial	Epithelial/Ductal	0.0689391127604428	1.0	1000	0.2476312682133373	6	DONE	DONE	0.2476312682133373	13.0	Epithelial/Ductal	Myeloid	0.0392785628773411	0.932	1000	0.2623243782327609	7	DONE	DONE	0.2623243782327609	24.0
PDAC	UniProtKB:Q9BY66	KDM5D	False	True	f7cd0fea01943385	1	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	1		0	historical_relation_index.tsv	0.0039388830240092	0.9811283798887668	0.9903625293465432	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	4	7	0	False	False	Expression-source descriptive only;not unique action cell	Endothelial	Fibroblast/CAF	0.0454853297822833	0.748	1000	0.176191042343023	7	DONE	DONE	0.1632439791379045	4.0	B/Plasma	Endothelial	0.0156989193145112	0.753	1000	0.1187969415628587	6	DONE	DONE	0.0901046460413534	11.0	Endothelial	T/NK	0.0224448690094816	0.45	1000	0.1225177304964539	7	DONE	DONE	0.1225177304964539	3.0
PDAC	UniProtKB:O15550	KDM6A	False	True	5f711de40ff52c02	1	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	1		0	historical_relation_index.tsv	0.2575119246296753	0.0569861068140705	0.1472713242363631	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	9	2	0	False	False	Expression-source descriptive only;not unique action cell	Myeloid	Epithelial/Ductal	0.0018989443315857	0.398	1000	0.3291289032110843	7	DONE	DONE	0.1942783594443688	20.0	Endothelial	B/Plasma	0.0110595914173694	0.569	1000	0.2763946437056488	6	DONE	DONE	0.2763946437056488	13.0	T/NK	Endothelial	0.0505442382557816	0.961	1000	0.1503201970798481	7	DONE	DONE	0.1034909980163492	21.0
PDAC	UniProtKB:O15054	KDM6B	False	True	0519a3d60b56d257	1	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	ALL3_SAME_TOP_AND_BOOTSTRAP_GE080	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	1		0	historical_relation_index.tsv	-0.2350068854326953	0.0978377341043131	0.2027651590857503	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	1	10	0	True	True	Expression-source descriptive only;not unique action cell	Myeloid	B/Plasma	0.1930188275431263	0.974	1000	0.7803073670415935	7	DONE	DONE	0.7803073670415935	20.0	Myeloid	B/Plasma	0.1903456408768639	0.99	1000	0.4727868829615083	6	DONE	DONE	0.4727868829615083	13.0	Myeloid	Endothelial	0.120869519656771	0.992	1000	0.2323195564624258	7	DONE	DONE	0.2323195564624258	20.0
PDAC	UniProtKB:Q6ZMT4	KDM7A	False	True	59682ad5cfc6f4d2	1	NOMINAL_EXPLORATORY	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	1		0	historical_relation_index.tsv	0.5120862792119202	0.0061287473065769	0.0584311321184284	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	9	2	0	False	False	Expression-source descriptive only;not unique action cell	Myeloid	Epithelial/Ductal	0.0762085100176964	0.999	1000	0.3627534722273507	7	DONE	DONE	0.3024087406480994	20.0	B/Plasma	Myeloid	0.015652032553803	0.83	1000	0.1842924934665407	6	DONE	DONE	0.1426474718291476	11.0	Erythrocyte	Myeloid	0.02945347653234	0.457	1000	0.1854065119906414	7	DONE	DONE	0.1854065119906414	3.0
PDAC	UniProtKB:Q8N371	KDM8	False	True	9d8b35c311d69fc5	1	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	1		0	historical_relation_index.tsv	-0.3017778900936078	0.0544661167339826	0.1461765263654361	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	3	8	0	False	False	Expression-source descriptive only;not unique action cell	Acinar	Fibroblast/CAF	0.0001427147975414	0.304	1000	0.0237790404774097	7	DONE	DONE	0.0165460791556218	4.0	B/Plasma	T/NK	0.0016542538739911	0.45	1000	0.0248792550565191	6	DONE	DONE	0.0167947650471934	11.0	T/NK	B/Plasma	0.0150541432082607	0.968	1000	0.0252760120805353	7	DONE	DONE	0.0236430936231273	21.0
PDAC	UniProtKB:Q03164	KMT2A	False	True	a454cb035a1f87af	1	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	1		0	historical_relation_index.tsv	-0.0817308502814517	0.5928326619591153	0.6978463581685506	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	4	7	0	False	False	Expression-source descriptive only;not unique action cell	Epithelial/Ductal	T/NK	0.0216674333036633	0.677	1000	0.8031946817904339	7	DONE	DONE	0.8031946817904339	18.0	T/NK	Endothelial	0.0292378054759318	0.83	1000	0.5532261608395433	6	DONE	DONE	0.4553681582443168	13.0	T/NK	Endothelial	0.1143234197075231	0.931	1000	0.3958286973679668	7	DONE	DONE	0.2952951312844983	21.0
PDAC	UniProtKB:Q9UMN6	KMT2B	False	True	4d411c38156a98cc	1	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	ALL3_SAME_TOP	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	1		0	historical_relation_index.tsv	-0.18920323600212	0.0699074893696576	0.1682001657746422	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	2	9	0	True	False	Expression-source descriptive only;not unique action cell	Epithelial/Ductal	T/NK	0.067417072732283	0.997	1000	0.5854681248511465	7	DONE	DONE	0.5854681248511465	18.0	Epithelial/Ductal	Endothelial	0.01453662713557	0.746	1000	0.2239199553873264	6	DONE	DONE	0.2006726073017922	12.0	Epithelial/Ductal	T/NK	0.0608347642066023	0.996	1000	0.2517067629072217	7	DONE	DONE	0.2517067629072217	24.0
PDAC	UniProtKB:Q8NEZ4	KMT2C	False	True	416084abf212c04e	1	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	1		0	historical_relation_index.tsv	0.0347171329531189	0.8180728281191005	0.887297883865741	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	6	5	0	False	False	Expression-source descriptive only;not unique action cell	Myeloid	Epithelial/Ductal	0.0488934090942707	0.861	1000	0.6993308854396643	7	DONE	DONE	0.5883605521001788	20.0	Endothelial	Myeloid	0.0420033392046276	0.934	1000	0.4474080052597463	6	DONE	DONE	0.4474080052597463	13.0	Myeloid	Epithelial/Ductal	0.0050095294838596	0.416	1000	0.4008390146679189	7	DONE	DONE	0.3282731388065319	20.0
PDAC	UniProtKB:O14686	KMT2D	False	True	3626c9def1290a40	1	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	1		0	historical_relation_index.tsv	-0.023301409460381	0.8353980072582322	0.8982098875032122	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	5	6	0	False	False	Expression-source descriptive only;not unique action cell	T/NK	Epithelial/Ductal	0.0256802035665969	0.93	1000	0.340194472242818	7	DONE	DONE	0.1310457655741885	20.0	Endothelial	Myeloid	0.0805045148100835	1.0	1000	0.1919800255813897	6	DONE	DONE	0.1919800255813897	13.0	Endothelial	Myeloid	0.0925746849571892	0.584	1000	0.2206144628340234	7	DONE	DONE	0.1902585054990235	3.0
PDAC	UniProtKB:Q9NQR1	KMT5A	False	True	4cb0a48bd0a5007c	1	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	1		0	historical_relation_index.tsv	0.2179196429023646	0.1279050605907529	0.2406634692694429	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	8	3	0	False	False	Expression-source descriptive only;not unique action cell	Epithelial/Ductal	Endothelial	0.0261943910943665	0.762	1000	0.4916712037196917	7	DONE	DONE	0.4916712037196917	18.0	Endothelial	Epithelial/Ductal	0.0657335710565574	1.0	1000	0.2001465354338311	6	DONE	DONE	0.2001465354338311	13.0	Endothelial	Epithelial/Ductal	0.0115721757608103	0.345	1000	0.1435873892078085	7	DONE	DONE	0.0921497584541062	3.0
PDAC	UniProtKB:Q4FZB7	KMT5B	False	True	d208e195acfe49ee	1	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	1		0	historical_relation_index.tsv	0.0892341831398001	0.4280276614681783	0.5515634589468092	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	6	5	0	False	False	Expression-source descriptive only;not unique action cell	Epithelial/Ductal	Endothelial	0.0220031856326592	0.906	1000	0.6152008574537415	7	DONE	DONE	0.6152008574537415	18.0	Endothelial	Fibroblast/CAF	0.0239017494022947	0.946	1000	0.2446497071427408	6	DONE	DONE	0.2446497071427408	13.0	Endothelial	Epithelial/Ductal	0.0026054880742235	0.321	1000	0.2846017386135025	7	DONE	DONE	0.1857693493678692	3.0
PDAC	UniProtKB:Q86Y97	KMT5C	False	True	1c75b73dfcc0e46d	1	NOMINAL_EXPLORATORY	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	1		0	historical_relation_index.tsv	-0.2396925659345227	0.030814927753833	0.1057781156101085	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	3	8	0	False	False	Expression-source descriptive only;not unique action cell	Epithelial/Ductal	Acinar	0.0908661750671349	1.0	1000	0.3900196261332723	7	DONE	DONE	0.3900196261332723	18.0	T/NK	Epithelial/Ductal	0.0236489037432688	0.864	1000	0.0879227394394983	6	DONE	DONE	0.0879227394394983	13.0	Epithelial/Ductal	Fibroblast/CAF	0.0409631395586576	1.0	1000	0.1259888942466615	7	DONE	DONE	0.1259888942466615	24.0
PDAC	UniProtKB:Q16773	KYAT1	True	False	d1d68675093ea63e;eebe6d926bb065ac	2	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	ALL3_SAME_TOP	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	2	0	e7d3bac0afab8af0	1	historical_relation_index.tsv	0.0970206330247318	0.4670953086758952	0.5644781477947173	11	RNA_PAIRED_CURRENT	DONE	4	7	0	True	False	Expression-source descriptive only;not unique action cell	Epithelial/Ductal	Endothelial	0.0086113316578795	0.87	1000	0.1213165072665126	7	DONE	DONE	0.1213165072665126	18.0	Epithelial/Ductal	B/Plasma	0.0018870059349472	0.586	1000	0.0350100548922811	6	DONE	DONE	0.0350100548922811	12.0	Epithelial/Ductal	T/NK	0.0179459428656278	0.992	1000	0.0710347744007191	7	DONE	DONE	0.0710347744007191	24.0
PDAC	UniProtKB:Q6YP21	KYAT3	False	True	6dbfe6f494e09145;b3a4aec964fb6f30	2	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	2		0	historical_relation_index.tsv	0.157989053533398	0.4224184417422059	0.5474849290253968	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	6	5	0	False	False	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Epithelial/Ductal	0.0260615216814576	0.939	1000	0.3477313553316887	7	DONE	DONE	0.2905091470417411	11.0	Fibroblast/CAF	Epithelial/Ductal	0.0297023051408141	0.999	1000	0.1371685041909725	6	DONE	DONE	0.1371685041909725	13.0	Epithelial/Ductal	T/NK	0.0016216610823231	0.413	1000	0.1449881906293285	7	DONE	DONE	0.1449881906293285	24.0
PDAC	UniProtKB:Q9H9P8	L2HGDH	True	False	8160d22a1c43e7bc	1	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	ALL3_SAME_TOP	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	1	0		0	historical_relation_index.tsv	0.0865933687219935	0.2760672755783335	0.380941994792449	11	RNA_PAIRED_CURRENT	DONE	7	4	0	True	False	Expression-source descriptive only;not unique action cell	Epithelial/Ductal	Fibroblast/CAF	0.024221710981674	1.0	1000	0.1660099188736254	7	DONE	DONE	0.1660099188736254	18.0	Epithelial/Ductal	B/Plasma	0.0005587764026653	0.525	1000	0.0363927916380385	6	DONE	DONE	0.0363927916380385	12.0	Epithelial/Ductal	T/NK	0.012944184374759	1.0	1000	0.0642997223448936	7	DONE	DONE	0.0642997223448936	24.0
PDAC	UniProtKB:Q8IV20	LACC1	True	False	60253dcf2271af5c;c7b77954f9dd078b	2	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	2	0	7ece554c2adcee34;c7b77954f9dd078b	2	historical_relation_index.tsv	0.1602024191515272	0.2921067192499659	0.3964305475535251	11	RNA_PAIRED_CURRENT	DONE	6	5	0	False	False	Expression-source descriptive only;not unique action cell	Myeloid	Fibroblast/CAF	0.0954616775953736	1.0	1000	0.2541534535571264	7	DONE	DONE	0.2541534535571264	20.0	Myeloid	Fibroblast/CAF	0.0268853025437041	0.999	1000	0.0977866578960657	6	DONE	DONE	0.0977866578960657	13.0	Endothelial	Myeloid	0.0129850038943951	0.44	1000	0.0697057234646271	7	DONE	DONE	0.0464641792578887	3.0
