gene	stable_gene_id	RNA_n	RNA_n_reference	RNA_effect	RNA_ci_lower	RNA_ci_upper	RNA_p_value	RNA_q_value	RNA_status	RNA_reason	RNA_age_sex_n	RNA_age_sex_n_reference	RNA_age_sex_effect	RNA_age_sex_ci_lower	RNA_age_sex_ci_upper	RNA_age_sex_p_value	RNA_age_sex_q_value	RNA_age_sex_status	RNA_age_sex_reason	relation_ids	n_relations	n_nominal_patient_relations	RNA_background	functional_evidence	external_metabolite_validation	data_limitations	current_pool	next_action	SC_primary_status	SC_primary_reason	SC_primary_top_celltype	SC_primary_runner_celltype	SC_primary_top_gap	SC_primary_bootstrap_top_frequency	SC_primary_bootstrap_valid	SC_primary_rank_tie	SC_recurrent_status	SC_recurrent_reason	SC_recurrent_top_celltype	SC_recurrent_runner_celltype	SC_recurrent_top_gap	SC_recurrent_bootstrap_top_frequency	SC_recurrent_bootstrap_valid	SC_recurrent_rank_tie	SC_dataset	SC_independent_replication	SC_scope
GCK	hsa:2645	74.0	6.0	-0.1135771182314172	-0.1741294985655798	-0.0530247378972547	0.0016330360429685	0.004729000207763	DONE	NA	74.0	6.0	-0.118831098349833	-0.1743121040238639	-0.0633500926758021	5.672446493460338e-05	0.0001752155694646	DONE	NA	GBM_FEATURE:88a2f109b13da155|hsa:2645	1	0	FDR_SUPPORTED_EXPLORATORY_TPM	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Neuron	OPC	0.0044450805220092	0.695	1000	False	DONE	expression_source_only;not_function	Neuron	Neoplastic	0.0029332053024956	0.726	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
H6PD	hsa:9563	74.0	6.0	0.9548399480947688	0.6484987096056994	1.2611811865838378	6.828551036107149e-05	0.0003389887835781	DONE	NA	74.0	6.0	0.9581088549932172	0.6830636831392269	1.2331540268472072	1.1492436581076771e-09	6.656036186540297e-09	DONE	NA	GBM_FEATURE:88a2f109b13da155|hsa:9563	1	0	FDR_SUPPORTED_EXPLORATORY_TPM	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Astrocyte	Neoplastic	0.0271142041990288	0.94	1000	False	DONE	expression_source_only;not_function	Astrocyte	Neoplastic	0.0359177144942657	0.986	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
HK1	hsa:3098	74.0	6.0	-1.1080285946331792	-1.526510536273959	-0.6895466529923993	0.0006539954067372	0.0023309067060635	DONE	NA	74.0	6.0	-1.116995888408125	-1.523246497817664	-0.7107452789985862	5.398132964017338e-07	2.027947248644351e-06	DONE	NA	GBM_FEATURE:88a2f109b13da155|hsa:3098	1	0	FDR_SUPPORTED_EXPLORATORY_TPM	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Myeloid	Neuron	0.0708780447254616	0.952	1000	False	DONE	expression_source_only;not_function	Myeloid	Neuron	0.0545240966745011	0.935	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
HK2	hsa:3099	74.0	6.0	2.033608580918268	1.7122702597344317	2.354946902102105	1.3104967590930595e-10	2.023989439043725e-09	DONE	NA	74.0	6.0	1.9897122280376296	1.5503703603700174	2.429054095705242	1.2224007432272945e-13	1.544670030078127e-12	DONE	NA	GBM_FEATURE:88a2f109b13da155|hsa:3099	1	0	FDR_SUPPORTED_EXPLORATORY_TPM	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Myeloid	Vascular	0.2458906213863427	1.0	1000	False	DONE	expression_source_only;not_function	Myeloid	Vascular	0.1865746393298633	0.997	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
HK3	hsa:3101	74.0	6.0	0.7858221357894933	0.2707912662212518	1.3008530053577347	0.007895872470507	0.0168850195907766	DONE	NA	74.0	6.0	0.7428462901378728	0.3162149552760229	1.1694776249997227	0.0008669265569244	0.0019754555969261	DONE	NA	GBM_FEATURE:88a2f109b13da155|hsa:3101	1	0	FDR_SUPPORTED_EXPLORATORY_TPM	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Myeloid	Neuron	0.041831673154974	1.0	1000	False	DONE	expression_source_only;not_function	Myeloid	Neuron	0.0426696095667082	1.0	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
HKDC1	hsa:80201	74.0	6.0	0.4048135117111353	0.3122862708628839	0.4973407525593867	1.5184420497014364e-12	3.5177240818083265e-11	DONE	NA	74.0	6.0	0.3957172744146436	0.3049812959570268	0.4864532528722605	5.331978166020801e-13	6.176208042307427e-12	DONE	NA	GBM_FEATURE:88a2f109b13da155|hsa:80201	1	0	FDR_SUPPORTED_EXPLORATORY_TPM	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Astrocyte	Neoplastic	0.0262718609660656	0.887	1000	False	DONE	expression_source_only;not_function	Astrocyte	Neoplastic	0.1224008644575969	1.0	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
IMPA1	UniProt:P29218	74.0	6.0	-0.9759389640981466	-1.4754832532571542	-0.476394674939139	0.0036322451275271	0.009526076843892	DONE	NA	74.0	6.0	-0.9706677359516044	-1.4140051038521948	-0.5273303680510136	4.019572389374322e-05	0.0001299350144472	DONE	NA	GBM_FEATURE:88a2f109b13da155|UniProt:P29218	1	1	FDR_SUPPORTED_EXPLORATORY_TPM	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Astrocyte	Neoplastic	0.0071062156616035	0.638	1000	False	DONE	expression_source_only;not_function	Astrocyte	Neoplastic	0.0103481514492341	0.746	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
IMPA2	UniProt:O14732	74.0	6.0	-0.000247128745039	-0.1810253469070643	0.1805310894169861	0.9976055610095608	0.9976055610095608	DONE	NA	74.0	6.0	-0.0033434488595411	-0.1806225956438839	0.1739356979248017	0.9701349652705232	0.9701349652705232	DONE	NA	GBM_FEATURE:88a2f109b13da155|UniProt:O14732	1	0	NOT_SUPPORTED_THIS_TEST	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Astrocyte	Myeloid	0.0170654519542306	0.829	1000	False	DONE	expression_source_only;not_function	Astrocyte	Myeloid	0.0191944413416416	0.963	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
LCT	hsa:3938	74.0	6.0	0.0214946958329866	-0.0291574559542449	0.0721468476202183	0.3387465585751354	0.3956787532936455	DONE	NA	74.0	6.0	0.0229666462356257	-0.0223139675040199	0.0682472599752714	0.3156095189924545	0.3781872684478549	DONE	NA	GBM_FEATURE:88a2f109b13da155|hsa:3938	1	0	NOT_SUPPORTED_THIS_TEST	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Neuron	Vascular	0.0066404729766317	0.674	1000	False	DONE	expression_source_only;not_function	Neuron	Neoplastic	0.0056777986115396	0.764	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
SI	hsa:6476	74.0	6.0	-0.0043963034256342	-0.0091732364881083	0.0003806296368397	0.0651855985208223	0.1030964496814122	DONE	NA	74.0	6.0	-0.0043007961058785	-0.0084775289097478	-0.0001240633020093	0.0437305830750705	0.0698684028440781	DONE	NA	GBM_FEATURE:88a2f109b13da155|hsa:6476	1	0	NOT_SUPPORTED_THIS_TEST	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Neuron	Neoplastic	0.0131017848353323	0.954	1000	False	DONE	expression_source_only;not_function	Neuron	Neoplastic	0.0097912050235326	0.924	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
SLC2A1	hsa:6513	74.0	6.0	-0.1275231032651387	-0.3676097227104262	0.1125635161801487	0.2858220866705492	0.3485023688351434	DONE	NA	74.0	6.0	-0.1543987764160383	-0.4220096025613999	0.1132120497293231	0.2541179790689902	0.3198546724679441	DONE	NA	GBM_FEATURE:88a2f109b13da155|hsa:6513	1	0	NOT_SUPPORTED_THIS_TEST	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Vascular	Astrocyte	0.2986620005215963	1.0	1000	False	DONE	expression_source_only;not_function	Vascular	Neoplastic	0.2148829443786605	1.0	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
SLC2A10	hsa:81031	74.0	6.0	1.3348204435891189	0.975717700453171	1.6939231867250668	1.3898912792938648e-05	0.0001073304932343	DONE	NA	74.0	6.0	1.3292653889870651	0.9988236034471902	1.65970717452694	1.044715663151008e-11	9.075967323624382e-11	DONE	NA	GBM_FEATURE:88a2f109b13da155|hsa:81031	1	0	FDR_SUPPORTED_EXPLORATORY_TPM	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Neoplastic	Astrocyte	0.0042146710839664	0.655	1000	False	DONE	expression_source_only;not_function	Neoplastic	Astrocyte	0.0043403983966334	0.682	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
SLC2A11	hsa:66035	74.0	6.0	-0.9002147521994046	-1.1402909060877071	-0.6601385983111019	5.505998229251281e-05	0.0003052858780947	DONE	NA	74.0	6.0	-0.8937324495202272	-1.1190160266334477	-0.6684488724070069	1.7008967029870584e-11	1.3134702317511172e-10	DONE	NA	GBM_FEATURE:88a2f109b13da155|hsa:66035	1	0	FDR_SUPPORTED_EXPLORATORY_TPM	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	OPC	Neuron	0.0103767580189039	0.673	1000	False	DONE	expression_source_only;not_function	Neuron	OPC	0.0077584693820455	0.962	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
SLC2A12	hsa:154091	74.0	6.0	-0.7221272484556518	-0.8496415258045201	-0.5946129711067835	1.088817704992151e-06	1.0810404356707783e-05	DONE	NA	74.0	6.0	-0.7225276547056247	-0.8716957592249452	-0.5733595501863042	7.763173094957725e-15	1.1989789557768042e-13	DONE	NA	GBM_FEATURE:88a2f109b13da155|hsa:154091	1	0	FDR_SUPPORTED_EXPLORATORY_TPM	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Astrocyte	Neuron	0.0028030622738557	0.492	1000	False	DONE	expression_source_only;not_function	Astrocyte	Oligodendrocyte	0.0162742542981947	0.934	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
SLC2A14	hsa:144195	74.0	6.0	-0.0212152683232288	-0.0610505248528456	0.0186199882063878	0.2605168741122213	0.3233200491214175	DONE	NA	74.0	6.0	-0.0242257035694421	-0.059165103929707	0.0107136967908227	0.1713407761494424	0.2290035373535817	DONE	NA	GBM_FEATURE:88a2f109b13da155|hsa:144195	1	0	NOT_SUPPORTED_THIS_TEST	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Neuron	Vascular	0.0208552671759004	0.897	1000	False	DONE	expression_source_only;not_function	Neuron	Vascular	0.0241330860632912	0.941	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
SLC2A2	hsa:6514	74.0	6.0	-0.0335468754830058	-0.2013728005048563	0.1342790495388445	0.6358256757578182	0.6851144878320677	DONE	NA	74.0	6.0	-0.0321811749494634	-0.1776911608967646	0.1133288109978377	0.6608391954377497	0.7065896012757478	DONE	NA	GBM_FEATURE:88a2f109b13da155|hsa:6514	1	0	NOT_SUPPORTED_THIS_TEST	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Oligodendrocyte	Neoplastic	0.0357928281705092	1.0	1000	False	DONE	expression_source_only;not_function	Oligodendrocyte	Neoplastic	0.041427947439015	1.0	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
SLC2A3	hsa:6515	74.0	6.0	-0.2624978130021258	-0.5502245625569558	0.0252289365527041	0.0730920948573326	0.1128866798352138	DONE	NA	74.0	6.0	-0.3206258707632039	-0.7429113367603664	0.1016595952339584	0.1346292908449219	0.1909537900759607	DONE	NA	GBM_FEATURE:88a2f109b13da155|hsa:6515	1	0	NOT_SUPPORTED_THIS_TEST	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Vascular	Myeloid	0.121846368888591	0.908	1000	False	DONE	expression_source_only;not_function	Vascular	Myeloid	0.1106101612399275	0.891	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
SLC2A4	hsa:6517	74.0	6.0	-0.6155009941682124	-1.165930274308927	-0.0650717140274976	0.034338734464035	0.0591162348587952	DONE	NA	74.0	6.0	-0.6199472260887391	-1.1002414748548783	-0.1396529773225998	0.0121014465743677	0.0218454684913911	DONE	NA	GBM_FEATURE:88a2f109b13da155|hsa:6517	1	1	NOMINAL_EXPLORATORY	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	NOT_EVALUABLE	fewer_than2_categories_or_detection_below1percent	NA	NA	NA	NA	1000	False	DONE	expression_source_only;not_function	Astrocyte	Neoplastic	0.0050724616994568	0.953	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
SLC2A7	hsa:155184	74.0	6.0	0.0044110904356932	0.0024284675625123	0.0063937133088742	3.202190762481284e-05	0.0002023202345385	DONE	NA	74.0	6.0	0.0041967860872974	0.0020464942106343	0.0063470779639605	0.0002152897042171	0.0005754859401189	DONE	NA	GBM_FEATURE:88a2f109b13da155|hsa:155184	1	0	FDR_SUPPORTED_EXPLORATORY_TPM	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	NOT_EVALUABLE	fewer_than2_categories_or_detection_below1percent	NA	NA	NA	NA	1000	False	NOT_EVALUABLE	fewer_than2_categories_or_detection_below1percent	NA	NA	NA	NA	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
SLC2A8	hsa:29988	74.0	6.0	-0.0923836130017798	-0.3468695817512155	0.1621023557476558	0.4176054235169495	0.4681222086198063	DONE	NA	74.0	6.0	-0.0880082508474588	-0.3000601302852851	0.1240436285903673	0.4110473658704284	0.4645169419186142	DONE	NA	GBM_FEATURE:88a2f109b13da155|hsa:29988	1	0	NOT_SUPPORTED_THIS_TEST	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Myeloid	Vascular	0.0122374976326991	0.828	1000	False	DONE	expression_source_only;not_function	Myeloid	Neuron	0.0119788021073373	0.962	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
SLC45A1	hsa:50651	74.0	6.0	-1.039985345315816	-1.3487465847497888	-0.7312241058818435	0.0002004379870407	0.000870652506208	DONE	NA	74.0	6.0	-1.037753550145524	-1.319766523513611	-0.7557405767774371	2.0962052854469002e-10	1.2668371072918223e-09	DONE	NA	GBM_FEATURE:88a2f109b13da155|hsa:50651	1	0	FDR_SUPPORTED_EXPLORATORY_TPM	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Neuron	Neoplastic	0.028953945390627	1.0	1000	False	DONE	expression_source_only;not_function	Neuron	Neoplastic	0.0195201429352039	0.995	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
SLC45A2	hsa:51151	74.0	6.0	0.0104341434560183	-0.1105178424994973	0.1313861294115341	0.8397209686396495	0.8710538406038155	DONE	NA	74.0	6.0	0.0120081779189933	-0.0890597989413868	0.1130761547793734	0.8135755444081243	0.8502782005468367	DONE	NA	GBM_FEATURE:88a2f109b13da155|hsa:51151	1	0	NOT_SUPPORTED_THIS_TEST	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Oligodendrocyte	Neuron	0.0201105556590696	0.976	1000	False	DONE	expression_source_only;not_function	Oligodendrocyte	Neoplastic	0.0114276829741745	0.984	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
SLC5A1	hsa:6523	74.0	6.0	-0.0114080073000551	-0.0242056278026768	0.0013896132025664	0.0713467268644923	0.1114291576872407	DONE	NA	74.0	6.0	-0.0110007296056859	-0.0211606057266057	-0.000840853484766	0.0342067513129495	0.0572860052108431	DONE	NA	GBM_FEATURE:88a2f109b13da155|hsa:6523	1	0	NOT_SUPPORTED_THIS_TEST	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Neuron	Neoplastic	0.0109413978056345	0.771	1000	False	NOT_EVALUABLE	fewer_than2_categories_or_detection_below1percent	NA	NA	NA	NA	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
SLC5A11	hsa:115584	74.0	6.0	-0.5212191404154112	-1.7321839509638803	0.689745670133058	0.3206935876309159	0.3809949459888658	DONE	NA	74.0	6.0	-0.5206620643255986	-1.5645406888169573	0.5232165601657601	0.3236677269472353	0.38452832517663	DONE	NA	GBM_FEATURE:88a2f109b13da155|hsa:115584	1	0	NOT_SUPPORTED_THIS_TEST	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Oligodendrocyte	Astrocyte	1.3482675450779866	1.0	1000	False	DONE	expression_source_only;not_function	Oligodendrocyte	Astrocyte	1.3113137111951578	1.0	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
SLC5A2	hsa:6524	74.0	6.0	0.0834784844853271	-0.1360486088395561	0.3030055778102105	0.3824919264823479	0.4344976331944405	DONE	NA	74.0	6.0	0.0858691781251173	-0.1161137721765325	0.2878521284267672	0.399808782606233	0.4555198424775933	DONE	NA	GBM_FEATURE:88a2f109b13da155|hsa:6524	1	0	NOT_SUPPORTED_THIS_TEST	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Neoplastic	Neuron	6.382765117643897e-05	0.342	1000	False	NOT_EVALUABLE	fewer_than2_categories_or_detection_below1percent	NA	NA	NA	NA	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
SLC60A2	hsa:91749	NA	NA	NA	NA	NA	NA	NA	NOT_EVALUABLE	exact_symbol_missing	NA	NA	NA	NA	NA	NA	NA	NOT_EVALUABLE	exact_symbol_missing	GBM_FEATURE:88a2f109b13da155|hsa:91749	1	0	NOT_EVALUABLE	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	NOT_EVALUABLE	fewer_than2_categories_or_detection_below1percent	NA	NA	NA	NA	0	False	NOT_EVALUABLE	fewer_than2_categories_or_detection_below1percent	NA	NA	NA	NA	0	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
ASNS	hsa:440	74.0	6.0	-0.55650497311033	-1.1928339937786858	0.0798240475580257	0.0756543282887779	0.1155599080454959	DONE	NA	74.0	6.0	-0.5420043050509853	-1.087583983061058	0.0035753729590871	0.0514823004165825	0.0813186336125565	DONE	NA	GBM_FEATURE:a936c376f6ff5b86|hsa:440;GBM_FEATURE:c4f5ae886a6f2e1e|hsa:440	2	0	NOT_SUPPORTED_THIS_TEST	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Neuron	Neoplastic	0.0379521705093951	0.92	1000	False	DONE	expression_source_only;not_function	Neoplastic	Neuron	0.0144181918899896	0.776	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
ASS1	UniProt:P00966	74.0	6.0	-0.6949287113511005	-1.1101982386499003	-0.2796591840523004	0.0052410820801635	0.0121418401523788	DONE	NA	74.0	6.0	-0.6984330937105017	-1.0674583652690468	-0.3294078221519566	0.0003212636381681	0.0007699249259546	DONE	NA	GBM_FEATURE:a936c376f6ff5b86|UniProt:P00966	1	1	FDR_SUPPORTED_EXPLORATORY_TPM	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Astrocyte	Neuron	0.0206591548247962	0.913	1000	False	DONE	expression_source_only;not_function	Astrocyte	Vascular	0.0233164169163128	0.763	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
GOT1	UniProt:P17174	74.0	6.0	-2.676777361743808	-3.6061714739775073	-1.7473832495101091	0.0006181529742236	0.0022611385109759	DONE	NA	74.0	6.0	-2.669386920244582	-3.4820374860120262	-1.856736354477138	6.312278032147881e-09	3.133595165959127e-08	DONE	NA	GBM_FEATURE:a936c376f6ff5b86|UniProt:P17174;GBM_FEATURE:c4f5ae886a6f2e1e|UniProt:P17174	2	1	FDR_SUPPORTED_EXPLORATORY_TPM	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Neuron	Oligodendrocyte	0.0131708704573866	0.718	1000	False	DONE	expression_source_only;not_function	Neuron	Oligodendrocyte	0.0409837041688519	0.995	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
GOT2	hsa:2806	74.0	6.0	-1.19313252803909	-1.8777831551622688	-0.5084819009159113	0.0062308252656538	0.013969108256869	DONE	NA	74.0	6.0	-1.1843592104108898	-1.7713113292525442	-0.5974070915692353	0.000136467487288	0.0003719407986869	DONE	NA	GBM_FEATURE:a936c376f6ff5b86|hsa:2806;GBM_FEATURE:c4f5ae886a6f2e1e|hsa:2806	2	1	FDR_SUPPORTED_EXPLORATORY_TPM	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Neuron	Neoplastic	0.0966836271350068	1.0	1000	False	DONE	expression_source_only;not_function	Neuron	OPC	0.0762665795623145	0.996	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
LDHA	UniProt:P00338	74.0	6.0	0.4111638708313858	-0.2985260163812342	1.120853758044006	0.2080498393311276	0.2702703520282873	DONE	NA	74.0	6.0	0.3961633774191863	-0.3437593517094072	1.13608610654778	0.2896345440741758	0.356276120586818	DONE	NA	GBM_FEATURE:b1d6fe29842d33ef|UniProt:P00338	1	0	NOT_SUPPORTED_THIS_TEST	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Myeloid	Vascular	0.0380360870492092	0.88	1000	False	DONE	expression_source_only;not_function	Myeloid	Vascular	0.0311409257748995	0.824	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
LDHB	UniProt:P07195	74.0	6.0	-0.7169963722293482	-1.114902461068985	-0.3190902833897113	0.0048197125415491	0.0113549159877175	DONE	NA	74.0	6.0	-0.7033333016363785	-1.0401045363660726	-0.3665620669066844	8.305257820129026e-05	0.0002456235823399	DONE	NA	GBM_FEATURE:b1d6fe29842d33ef|UniProt:P07195	1	0	FDR_SUPPORTED_EXPLORATORY_TPM	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	OPC	Neoplastic	0.0188882860137503	0.604	1000	False	DONE	expression_source_only;not_function	Astrocyte	Neoplastic	0.0290428368144377	0.939	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
AADAT	hsa:51166	74.0	6.0	-0.4142468128001195	-0.6513743498214093	-0.1771192757788297	0.0042458614690489	0.0103539428806631	DONE	NA	74.0	6.0	-0.4002900271710989	-0.5980745243110636	-0.2025055300311344	0.0001308269815362	0.0003636990086707	DONE	NA	GBM_FEATURE:b1e19189fde23790|hsa:51166;GBM_FEATURE:b754e6401a70856c|hsa:51166;GBM_FEATURE:c9720c72406a9789|hsa:51166	3	0	FDR_SUPPORTED_EXPLORATORY_TPM	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	OPC	Neoplastic	0.0262456725027979	0.94	1000	False	DONE	expression_source_only;not_function	Astrocyte	OPC	0.001287325087552	0.424	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
CDO1	UniProt:Q16878	74.0	6.0	-0.3205947407107841	-0.724366259999222	0.0831767785776538	0.1051493474296587	0.1506779308528099	DONE	NA	74.0	6.0	-0.2790503710001541	-0.6360101458320189	0.0779094038317106	0.1236314488758884	0.1771625916881288	DONE	NA	GBM_FEATURE:b1e19189fde23790|UniProt:Q16878	1	0	NOT_SUPPORTED_THIS_TEST	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Neuron	Astrocyte	0.0093982575906405	0.82	1000	False	DONE	expression_source_only;not_function	Neuron	Neoplastic	0.0263853408867208	0.999	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
